SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q01010203,Q0119,Q01190100,Q0117,Q0120,Q012001,NHQ2,THQ01,THQ02,THQ03,THQ04,THQ05,THQ06,THQ07,THQ08,THQ09,THQ10,THQ11,THQ12,THQ13
98,1,47,8,2,5,4,4,1,2024,2,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,44,4,2,3,6,4,1,2024,5,3, ,3000,1, ,100,0,0,0,0,0,100,0,0,0,0,0,0,0
98,1,60,3,2,7,6,6,1,2024,1,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,49,12,1,1,4,4,1,2024,5,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,51,8,2,5,9,2,1,2023,10,1, ,2500,3,5,200,0,0,0,0,0,100,0,0,0,100,0,0,0
5,1,53,1,2,5,8,5,1,2024,2,1, ,3600,3, ,700,100,0,100,0,0,100,100,200,0,0,0,100,0
1,1,53,12,2,6,5,2,1,2023,11,3, ,2200,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,74,6,2,7,11,11,1,2024,3,1, ,2000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,69,12,2,7,4,3,1,2023,7,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,72,10,2,7,4,4,1,2024,1,1, ,2500,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,36,1,2,4,4,2,1,2024,6,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,43,8,1,1,2,2,1,2023,12,1, ,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,56,4,97,6,11,4,1,2024,6,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,55,8, , , , ,1,2023,12,1, ,2500,1, ,100,0,0,0,0,0,0,0,0,100,0,0,0,0
98,1,68,12, , , , ,1,2023,10,1, ,1600,1, ,600,100,0,100,100,200,0,0,0,0,100,0,0,0
98,2,32,8,1,1,8,8,1,2024,1,1, ,2000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,44,11,2,5,10,10,1,2024,3,1, ,2500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,48,7,2,3,99,99,1,2024,6,1, ,2500,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,58,8,2,7,8,8,1,2024,4,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,51,1,2,5,3,3,1,2023,9,1, ,1300,1, ,100,100,0,0,0,0,0,0,0,0,0,0,0,0
98,1,46,14,2,5,5,5,1,2023,7,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,58,5,2,6,6,6,1,2023,8,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,47,8,2,5,9,8,1,2023,11,5, , , , ,300,0,0,0,100,0,0,0,0,100,0,100,0,0
98,1,59,13,2,6,5,4,1,2024,5,2, ,3500,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,43,15,2,5,11,1,1,2023,9,4,1,1600,1, ,200,100,0,0,0,0,0,100,0,0,0,0,0,0
5,2,27,8,1,6,7,98,1,2023,11,1, ,1500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,59,5,2,7,11,4,1,2023,7,4,2,3500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,43,8,2,5,8,5,1,2023,8,1, ,2500,1, ,100,0,0,0,0,0,0,100,0,0,0,0,0,0
5,1,51,8,2,6,10,10,1,2024,5,1, ,2500,3,5,200,0,0,100,0,100,0,0,0,0,0,0,0,0
98,2,49,8,2,5,8,2,1,2024,4,5, , , ,5,100,0,0,100,0,0,0,0,0,0,0,0,0,0
5,1,62,7,2,6,11,3,1,2024,2,1, ,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,59,5,2,7,9,3,1,2024,1,1, ,3800,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,46,6,2,5,7,7,1,2023,11,1, ,3800,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,59,2,2,6,4,4,1,2023,12,1, ,2500,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,42,8,1,1,8,8,1,2024,6,4,1,2000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,51,8,2,5,5,3,1,2023,10,1, ,1500,1, ,100,0,0,0,0,0,100,0,0,0,0,0,0,0
3,1,63,8,2,6,11,7,1,2024,2,1, ,2500,1, ,200,200,0,0,0,0,0,0,0,0,0,0,0,0
2,1,42,1,1,1,3,3,1,2024,6,5, , , , ,100,0,0,0,0,100,0,0,0,0,0,0,0,0
1,1,49,1,2,5,8,6,1,2024,3,1, ,2500,1,6,400,0,0,0,0,100,0,0,200,0,100,0,0,0
98,1,51,11,2,5,10,8,1,2024,2,3, ,2200,1,7,300,0,0,0,0,0,0,100,0,100,100,0,0,0
4,2,63,3,2,6,5,5,1,2023,11,1, ,2000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,48,8, , , , ,1,2023,9,1, ,2000,1, ,200,100,0,0,0,0,100,0,0,0,0,0,0,0
1,1,45,15,2,2,10,5,1,2024,1,3, ,3000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,45,1,2,4,10,7,1,2023,12,1, ,3000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,40,14,2,5,7,3,1,2023,7,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,43,1,2,5,8,7,1,2023,11,2, ,2000, , ,100,100,0,0,0,0,0,0,0,0,0,0,0,0
98,1,44,14,2,5,7,4,1,2023,10,4,1,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,37,1,2,4,10,5,1,2023,12,4,1,2000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,42,11,2,5,7,5,1,2024,3,3, ,2200,1,7,200,0,0,0,0,0,0,100,0,0,100,0,0,0
4,2,59,12,2,6,4,3,1,2024,6,4,1,1600,1,5,100,100,0,0,0,0,0,0,0,0,0,0,0,0
98,2,48,8,2,5,9,4,1,2023,9,3, ,2200,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,34,1,1,1,5,5,1,2024,1,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,44,1,2,5,6,6,1,2024,4,1, ,1000,1, ,100,100,0,0,0,0,0,0,0,0,0,0,0,0
2,1,42,3,2,4,3,3,1,2023,9,1, ,1000, ,5,800,100,0,0,100,200,0,100,0,0,0,300,0,0
98,1,42,1,2,4,11,11,1,2023,9,1, ,2000,1, ,1200,100,0,200,100,400,200,0,0,100,0,100,0,0
98,2,56,14,2,6,6,2,1,2023,8,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,55,1,2,6,4,4,1,2024,6,4,1,1600,1,6,100,0,0,0,0,0,0,0,0,100,0,0,0,0
5,1,62,11,2,6,4,4,1,2023,12,1, ,1000, ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,58,6,97,1,3,3,1,2024,5,1, ,1000,1, ,100,0,0,0,0,0,0,0,0,100,0,0,0,0
98,2,39,6, , , , ,1,2024,1,4,1,1600,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,49,13,2,5,7,5,1,2023,10,5, , , , ,500,0,0,0,0,400,100,0,0,0,0,0,0,0
5,2,58,9,1,1,5,5,1,2024,3,1, ,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,40,16,1,6,3,3,1,2024,6,4,1,1600,1, ,500,0,0,0,0,300,0,100,0,0,0,0,100,0
98,2,49,1,2,5,2,98,1,2023,10,1, ,2500,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,53,15,2,6,8,5,1,2023,12,4,1,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,47,8,2,5,8,5,1,2023,12,1, ,2000,1, ,400,0,0,0,0,100,200,0,0,0,100,0,0,0
2,1,68,1,2,6,10,2,1,2023,11,1, ,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,58,13,2,6,11,7,1,2023,12,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,49,8,2,5,8,6,1,2023,12,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,68,9,2,7,6,4,1,2024,6,4,1,1600,1,7,100,100,0,0,0,0,0,0,0,0,0,0,0,0
98,1,68,8,2,7,6,3,1,2023,8,4,1,2000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,57,8,2,6,12,7,1,2024,4,4,1,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,50,8,2,5,7,7,1,2023,11,3, ,2200,2, ,100,0,0,0,0,100,0,0,0,0,0,0,0,0
3,1,53,8,97,1,4,4,1,2023,7,1, ,2000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,63,14,2,7,6,5,1,2024,2,4,1,1600,1,5,200,0,0,0,0,100,0,0,0,0,0,0,0,100
98,1,43,1,2,4,11,7,1,2024,6,1, ,2500,3, ,100,0,0,0,0,0,0,100,0,0,0,0,0,0
98,1,51,8,2,2,5,3,1,2023,9,4,1,1600,1, ,100,100,0,0,0,0,0,0,0,0,0,0,0,0
98,2,42,1,1,1,6,6,1,2023,8,1, ,1000,1, ,100,0,0,0,0,0,0,0,0,0,0,0,100,0
3,2,49,5,2,5,10,3,1,2023,9,1, ,2500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,41,1,2,5,8,1,1,2023,7,3, ,2000,3, ,200,200,0,0,0,0,0,0,0,0,0,0,0,0
98,2,38,1,2,4,11,6,1,2024,1,1, ,2500,3, ,400,0,0,0,0,0,100,100,0,0,0,200,0,0
2,1,66,8,2,6,11,10,1,2023,10,1, ,2200,3, ,500,0,0,0,0,500,0,0,0,0,0,0,0,0
2,1,46,1,2,5,8,3,1,2024,1,1, ,1000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,47,2,2,5,10,3,1,2023,8,1, ,3600,3, ,200,0,0,0,0,0,0,100,0,100,0,0,0,0
98,2,32,8,2,2,6,2,1,2024,1,1, ,1600, , ,300,100,0,0,100,0,0,100,0,0,0,0,0,0
98,1,57,1,2,6,8,7,1,2024,2,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,49,8,2,5,9,6,1,2024,4,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,50,8,2,6,5,3,1,2023,8,4,1,1600,1, ,100,0,0,0,0,0,100,0,0,0,0,0,0,0
98,1,43,3,2,5,4,99,1,2023,10,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,61,8,2,6,13,13,1,2024,5,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,39,9,2,4,10,7,1,2024,1,1, ,2500,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,45,8,2,5,3,2,1,2024,1,1, ,2000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,63,8,2,6,6,4,1,2023,7,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,36,2,2,4,6,3,1,2023,10,5, , , , ,200,0,0,0,0,0,100,0,100,0,0,0,0,0
98,1,42,1,2,3,8,4,1,2024,1,1, ,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,57,8, , , , ,1,2023,9,1, ,1300,1, ,100,0,0,0,0,100,0,0,0,0,0,0,0,0
1,2,44,1,2,5,8,4,1,2024,6,1, ,2500, , ,100,0,0,0,0,0,0,0,0,0,100,0,0,0
4,1,39,8,2,4,4,3,1,2023,7,4,1,1600,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,51,2,2,6,11,4,1,2024,1,1, ,2000,3, ,300,0,0,0,0,0,0,200,100,0,0,0,0,0
3,1,57,8,2,6,7,6,1,2024,5,3, ,2500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,49,13,2,5,6,6,1,2024,1,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,54,15,2,6,9,9,1,2023,9,1, ,3000,3, ,500,100,0,0,0,100,100,0,200,0,0,0,0,0
4,2,58,8,2,6,13,1,1,2023,8,3, ,3800,3,7,200,0,0,0,0,200,0,0,0,0,0,0,0,0
98,1,42,8,2,5,6,6,1,2023,7,1, ,2500,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,59,2,2,7,7,7,1,2024,3,4,1,1600,1,7,400,100,0,0,0,0,0,300,0,0,0,0,0,0
98,1,39,17,1,1,4,4,1,2023,11,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,50,1,2,5,10,8,1,2024,3,1, ,2500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,37,8,1,6,99,3,1,2023,7,5, , , ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,50,8,2,5,11,11,1,2024,1,1, ,2500,1,6,100,0,0,0,0,0,0,100,0,0,0,0,0,0
1,1,46,4,2,5,10,6,1,2023,10,1, ,1500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,66,4,97,1,4,4,1,2023,8,4,1,1600,1, ,900,100,0,100,0,200,200,100,100,0,0,100,0,0
1,1,55,1,2,5,4,4,1,2023,11,1, ,3500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,59,11,2,6,12,11,1,2024,5,1, ,2500,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,38,1,1,1,4,4,1,2023,7,5, , , , ,100,0,0,0,0,0,0,0,0,0,0,100,0,0
1,1,53,6,2,5,7,5,1,2024,2,1, ,2500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,40,8,2,4,11,9,1,2023,10,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,42,15,2,5,7,3,1,2023,9,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,51,1,2,5,7,6,1,2023,12,4,1,2000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,47,2,2,5,4,98,1,2023,12,1, ,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,39,3,2,5,11,7,1,2023,9,5, , , , ,900,0,200,200,0,100,0,0,200,100,100,0,0,0
3,2,52,12,2,4,5,2,1,2023,11,1, ,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,53,1,2,6,5,5,1,2024,4,1, ,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,42,8,2,4,6,6,1,2024,2,1, ,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,42,7,2,4,6,6,1,2024,2,5, , , ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,29,4,1,6,3,98,1,2023,12,4,1,1600, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,51,8,1,7,5,5,1,2024,1,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,63,8,2,6,3,2,1,2023,9,1, ,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,34,6,1,1,3,3,1,2023,11,4,1,1600,1, ,800,0,0,300,0,200,0,100,100,0,100,0,0,0
98,1,48,8,2,5,2,2,1,2023,7,3, ,2000,1, ,800,0,200,0,0,200,0,200,0,0,0,200,0,0
98,1,42,3,2,5,6,6,1,2023,10,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,45,3,2,3,6,3,1,2024,3,1, ,2000,1, ,200,0,0,0,0,0,0,200,0,0,0,0,0,0
4,2,36,8,1,1,2,2,1,2024,3,1, ,1600, , ,100,100,0,0,0,0,0,0,0,0,0,0,0,0
5,1,46,4,2,5,10,8,1,2023,9,1, ,3000,3, ,400,0,0,200,0,100,0,100,0,0,0,0,0,0
98,1,53,4,2,5,11,6,1,2023,10,3, ,2200,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,41,1,2,4,7,7,1,2024,1,1, ,3000,3, ,300,0,0,0,0,100,0,0,0,100,0,0,0,100
98,1,49,8,97,1,3,3,1,2024,3,1, ,1600,1, ,800,0,0,200,100,0,0,400,0,0,0,100,0,0
5,1,52,14,97,6,4,2,1,2023,7,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,26,1,1,1,7,7,1,2023,11,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,44,1,2,4,4,3,1,2024,6,1, ,1000, ,5,100,0,0,0,0,0,0,0,0,100,0,0,0,0
2,1,40,4,2,4,4,4,1,2023,10,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,28,4,1,6,6,3,1,2023,7,1, ,1000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,45,5,97,6,5,3,1,2023,9,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,34,4,2,2,7,5,1,2024,6,4,1,1600,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,68,7,2,7,6,6,1,2023,7,1, ,3500,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,66,1,2,6,12,10,1,2023,7,5, , , , ,1300,100,200,0,100,100,0,300,100,200,0,0,100,100
1,2,49,8,2,5,12,11,1,2023,9,1, ,2500,1, ,400,100,0,0,100,0,0,0,100,0,0,0,0,100
98,1,58,8,2,6,8,4,1,2024,1,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,47,2,2,5,10,6,1,2023,12,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,60,1,2,6,10,3,1,2023,12,1, ,2200,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,48,8,2,5,6,6,1,2023,12,3, ,2200,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,54,15,2,6,4,4,1,2024,2,4,1,1600,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,60,8,2,7,5,5,1,2023,8,1, ,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,53,15,2,5,7,5,1,2024,4,1, ,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,57,11,2,6,8,5,1,2023,8,1, ,1600, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,43,10,2,5,8,6,1,2024,1,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,34,8,2,3,7,3,1,2024,3,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,62,4,2,7,9,7,1,2023,10,3, ,2200,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,47,6,2,5,3,4,1,2024,4,4,1,1600,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,53,1,97,5,6,6,1,2024,5,4,1,1600,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,47,14,2,5,11,5,1,2023,8,5, , , ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,52,8,2,5,11,7,1,2024,6,4,1,1600,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,37,1,1,1,11,11,1,2024,6,1, ,5000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,51,1,2,5,5,5,1,2024,2,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,42,2,2,7,13,13,1,2024,1,1, ,1000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,65,1,2,6,6,6,1,2023,9,1, ,3500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,40,1,2,5,5,3,1,2023,12,1, ,1200,1, ,600,200,100,100,100,0,0,0,0,0,100,0,0,0
98,1,51,8,2,5,5,5,1,2024,2,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,38,5,2,4,5,2,1,2023,9,5, , , ,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,60,12,2,6,10,3,1,2023,7,4,1,1600,1, ,100,100,0,0,0,0,0,0,0,0,0,0,0,0
98,1,64,8,2,7,5,5,1,2023,9,1, ,2500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,45,8,1,1,5,5,1,2023,12,1, ,1500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,54,4,2,6,11,7,1,2023,12,1, ,1300,1, ,200,0,0,0,0,0,0,100,0,0,0,100,0,0
98,1,60,1,2,6,11,4,1,2023,8,4,1,1600,1, ,100,0,0,100,0,0,0,0,0,0,0,0,0,0
1,1,66,2,2,7,10,10,1,2024,6,1, ,2500,1, ,100,0,0,0,0,100,0,0,0,0,0,0,0,0
98,2,49,1,2,5,8,4,1,2023,8,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,52,10, , , , ,1,2023,7,4,1,1600,1,6,400,0,0,0,100,200,0,100,0,0,0,0,0,0
98,1,46,8,2,5,5,5,1,2024,1,4,1,1600,1,7,400,0,0,0,0,200,100,0,0,100,0,0,0,0
1,1,43,14,2,5,5,3,1,2024,4,2, ,3500,1, ,400,100,0,100,100,100,0,0,0,0,0,0,0,0
3,1,46,6,2,4,10,7,1,2023,12,1, ,3600,3, ,100,0,100,0,0,0,0,0,0,0,0,0,0,0
98,1,52,8, , , , ,1,2024,5,1, ,2500,1, ,100,0,0,0,0,0,0,100,0,0,0,0,0,0
98,2,25,8,1,1,2,2,1,2024,6,1, ,1500,1, ,100,0,0,0,0,0,0,0,0,0,0,100,0,0
4,2,54,8,2,6,8,4,1,2023,12,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,41,17,1,1,3,3,1,2023,11,1, ,2000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,38,5,2,6,10,10,1,2024,6,1, ,3500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,43,2,1,7,4,2,1,2023,7,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,42,2,2,4,7,3,1,2024,6,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,50,4,2,6,7,5,1,2023,8,4,1,1600,3,6,100,0,0,0,0,0,0,0,0,100,0,0,0,0
1,1,42,6,2,5,3,2,1,2024,5,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,51,5,2,5,6,6,1,2023,12,4,1,2000, , ,200,0,0,0,0,0,0,200,0,0,0,0,0,0
2,1,40,8,1,6,9,8,1,2023,11,1, ,2000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,49,1,2,5,10,10,1,2023,9,3, ,3000,3, ,200,0,0,0,0,100,0,0,0,0,0,100,0,0
98,1,55,9,2,5,8,6,1,2024,2,1, ,2500,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,44,1,2,3,11,6,1,2024,4,1, ,3000,3, ,100,0,0,0,0,100,0,0,0,0,0,0,0,0
4,2,31,8,2,4,5,98,1,2023,7,1, ,3000,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,59,13,2,6,7,7,1,2023,9,1, ,1500,1, ,300,100,100,0,0,0,0,0,0,0,0,0,0,100
1,1,56,8,2,7,5,5,1,2024,1,4,1,1600,1, ,100,0,0,0,0,100,0,0,0,0,0,0,0,0
1,1,39,1,2,4,12,11,1,2023,7,1, ,3500,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,45,8,97,5,5,2,1,2024,3,1, ,2000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,55,8,2,5,8,8,1,2024,6,3, ,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,36,10,1,1,1,1,1,2024,6,3, ,2000,1, ,300,200,0,0,0,0,0,0,0,0,0,100,0,0
2,1,40,1,2,5,4,3,1,2023,9,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,62,3,2,7,5,4,1,2024,3,2, ,3500,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,45,1,2,5,12,10,1,2023,7,5, , , , ,400,0,0,0,0,200,0,0,0,0,0,200,0,0
2,1,52,4,2,6,9,5,1,2024,4,2, ,2000,1,5,100,0,0,0,0,0,0,0,0,100,0,0,0,0
3,2,49,1,2,5,7,3,1,2023,9,1, ,2000,1, ,100,0,0,0,0,0,100,0,0,0,0,0,0,0
98,1,45,8,2,3,9,6,1,2023,11,1, ,1300,1, ,100,0,100,0,0,0,0,0,0,0,0,0,0,0
4,1,58,8,2,5,10,7,1,2024,3,1, ,2200,3,6,100,0,0,0,0,0,0,0,0,0,0,100,0,0
4,1,47,6,2,5,10,7,1,2023,7,1, ,2500,1, ,200,0,0,0,0,100,0,0,0,100,0,0,0,0
1,1,58,16,2,5,7,6,1,2024,6,1, ,2500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,57,8,2,7,13,10,1,2024,6,5, , , ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,45,1,2,5,6,4,1,2023,9,4,1,1600,1, ,100,0,0,0,0,0,0,0,0,100,0,0,0,0
98,2,46,1,2,5,10,5,1,2023,11,1, ,2500,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,58,1,2,6,11,6,1,2023,9,1, ,3500,3, ,100,0,0,0,0,0,0,0,0,0,100,0,0,0
4,1,54,12,2,6,7,6,1,2024,6,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,47,6,2,5,10,10,1,2024,6,1, ,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,55,1,2,6,11,4,1,2023,8,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,55,5,2,5,5,5,1,2023,12,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,33,8,2,2,9,4,1,2024,6,1, ,2500,1,5,200,0,0,0,0,0,100,100,0,0,0,0,0,0
98,1,36,15,2,4,8,6,1,2024,4,1, ,3000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,57,8,2,6,5,5,1,2023,7,1, ,2500,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,54,8,1,1,4,4,1,2024,4,1, ,2200,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,53,12,2,5,9,4,1,2024,6,1, ,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,55,10,1,6,3,3,1,2024,3,4,1,2000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,44,8,2,4,10,8,1,2023,7,4,1,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,50,1,1,1,3,3,1,2023,9,1, ,1600, , ,200,0,0,0,0,200,0,0,0,0,0,0,0,0
