SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q01010203,Q0119,Q01190100,Q0117,Q0120,Q012001,NHQ2,THQ01,THQ02,THQ03,THQ04,THQ05,THQ06,THQ07,THQ08,THQ09,THQ10,THQ11,THQ12,THQ13
98,1,36,8,97,5,3,3,1,2023,11,1, ,1600,1, ,600,100,0,0,0,0,0,200,0,0,200,100,0,0
5,1,62,1,2,6,4,3,1,2023,11,1, ,1600,1, ,300,0,0,100,0,0,0,100,0,0,0,0,0,100
1,1,55,1,2,6,13,13,1,2023,8,1, ,3000,3, ,100,0,0,0,0,100,0,0,0,0,0,0,0,0
98,1,47,6,2,3,5,98,1,2024,2,5, , , , ,300,0,0,0,0,0,0,0,0,200,0,100,0,0
98,2,45,14,2,5,3,4,1,2023,8,1, ,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,66,10,2,6,9,7,1,2023,8,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,45,4,2,5,9,6,1,2023,11,5, , , , ,300,0,0,0,100,200,0,0,0,0,0,0,0,0
5,1,57,12,2,6,11,10,1,2023,12,1, ,2500,3,5,600,0,300,0,0,0,0,300,0,0,0,0,0,0
4,2,54,2,2,5,4,4,1,2023,7,1, ,1000, ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,57,8,2,6,10,10,1,2023,8,1, ,3800,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,69,8,1,1,4,4,1,2024,1,2, ,2000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,46,7,2,5,4,4,1,2024,1,1, ,3500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,54,1,2,5,5,5,1,2024,1,3, ,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,31,14,1,1,2,2,1,2023,10,1, ,2000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,69,10, , , , ,1,2023,7,3, ,2200,1,9,100,0,0,0,0,0,0,0,0,0,100,0,0,0
5,1,48,4,2,5,8,5,1,2024,3,1, ,3500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,44,8,1,1,3,3,1,2024,5,4,1,2000, , ,100,100,0,0,0,0,0,0,0,0,0,0,0,0
98,1,49,12,2,5,5,5,1,2023,12,1, ,2500,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,40,1,1,1,7,7,1,2023,9,4,1,1600,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,58,13,2,6,7,4,1,2023,9,1, ,1600,1, ,100,0,0,0,0,0,0,0,100,0,0,0,0,0
4,1,67,8,2,6,10,3,1,2024,4,1, ,2500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,56,1,2,6,8,6,1,2024,2,1, ,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,35,12,1,1,7,7,1,2023,7,1, ,2500,3,5,100,100,0,0,0,0,0,0,0,0,0,0,0,0
98,1,50,8,2,6,6,4,1,2024,3,4,1,1600,1, ,100,100,0,0,0,0,0,0,0,0,0,0,0,0
98,2,37,4,1,7,3,3,1,2024,3,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,42,8,2,5,4,4,1,2023,10,1, ,3800,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,54,3,97,6,4,4,1,2024,2,1, ,2500,1, ,200,0,0,100,0,0,0,0,0,0,100,0,0,0
5,1,43,15,2,5,6,5,1,2023,9,5, , , ,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,35,8,97,4,3,3,1,2023,10,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,62,6,2,6,5,2,1,2023,7,1, ,1500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,37,8,2,4,5,5,1,2024,5,4,1,1600,1,6,300,0,0,0,0,0,100,0,100,0,0,100,0,0
98,1,46,8,1,1,7,7,1,2023,9,1, ,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,53,16,1,1,2,2,1,2023,12,5, , , , ,100,0,0,100,0,0,0,0,0,0,0,0,0,0
4,1,64,4,2,6,2,2,1,2024,1,4,1,1600,1,6,100,0,0,0,0,0,0,0,0,100,0,0,0,0
98,1,53,8,2,6,12,7,1,2023,8,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,46,15,2,5,4,1,1,2023,7,4,1,1600,1, ,200,0,0,0,0,0,0,0,100,0,0,0,0,100
98,1,54,8,2,6,11,5,1,2024,1,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,63,8,2,7,7,4,1,2023,7,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,33,2,1,6,2,2,1,2024,1,1, ,1600, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,47,10,2,6,3,3,1,2023,12,1, ,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,31,12,2,4,6,4,1,2023,12,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,40,1,1,1,13,13,1,2023,11,1, ,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,54,1,2,5,10,10,1,2024,5,4,1,1600,1, ,200,0,0,0,0,100,0,100,0,0,0,0,0,0
2,1,61,1,2,6,12,8,1,2024,2,3, ,2200,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,47,8,2,3,3,3,1,2023,7,1, ,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,66,1,2,6,9,3,1,2023,9,1, ,2500,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,100
98,2,64,8,97,7,11,9,1,2023,12,4,1,1600,1, ,300,0,0,300,0,0,0,0,0,0,0,0,0,0
98,2,42,1,97,1,5,5,1,2024,3,1, ,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,44,13,2,3,6,3,1,2023,8,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,61,14,2,6,5,3,1,2023,9,1, ,2500,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,68,1,2,7,7,5,1,2024,5,1, ,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,69,15,2,7,6,5,1,2024,5,3, ,2200,1,7,100,0,0,0,0,0,0,0,0,100,0,0,0,0
5,1,45,6,2,5,4,4,1,2023,10,5, , , , ,200,0,0,0,0,0,0,100,0,0,0,100,0,0
3,2,46,15,2,5,4,98,1,2023,8,5, , , ,6,100,0,0,0,100,0,0,0,0,0,0,0,0,0
98,1,56,2,2,6,7,7,1,2024,3,4,1,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,62,3,2,6,10,4,1,2023,10,1, ,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,46,1,1,1,4,4,1,2024,3,5, , , , ,300,100,0,100,0,100,0,0,0,0,0,0,0,0
98,1,49,11,2,6,6,4,1,2024,2,2, ,1600, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,59,8,2,6,6,3,1,2024,2,1, ,1600,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,40,15,2,4,11,2,1,2024,6,1, ,2000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,48,1, , , , ,1,2024,5,1, ,2500,1, ,400,0,0,100,0,200,0,0,100,0,0,0,0,0
1,1,38,6,2,5,5,5,1,2024,3,1, ,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,40,8,2,4,9,7,1,2024,4,5, , , ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,55,8,2,6,11,4,1,2023,10,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,43,8,2,5,5,5,1,2024,1,5, , , , ,200,0,0,0,0,0,0,100,0,0,0,100,0,0
98,2,43,8,2,5,6,3,1,2024,2,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,45,7,2,5,8,4,1,2024,2,1, ,1600,1, ,400,0,0,0,0,200,0,100,100,0,0,0,0,0
4,2,36,8,2,4,7,3,1,2024,3,5, , , ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,51,8,1,1,10,10,1,2023,7,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,35,8,1,1,4,4,1,2023,10,1, ,1600,1, ,500,100,0,0,0,0,0,0,100,0,200,100,0,0
98,1,54,8,2,5,8,4,1,2024,1,3, ,2000,1, ,300,0,0,0,0,0,0,0,200,0,0,100,0,0
98,1,53,3,2,6,8,3,1,2023,8,1, ,1300,1, ,100,0,0,0,0,0,0,100,0,0,0,0,0,0
2,1,49,4,2,5,9,5,1,2023,8,5, , , , ,100,0,0,0,0,100,0,0,0,0,0,0,0,0
98,1,51,5,2,5,11,11,1,2024,1,4,1,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,29,8,1,1,12,12,1,2024,3,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,65,10, , , , ,1,2023,10,4,1,1600,3,5,200,0,0,0,0,100,0,0,0,0,0,0,0,100
4,1,50,11,2,6,10,6,1,2023,9,5, , , , ,100,0,0,0,0,0,0,100,0,0,0,0,0,0
98,2,46,7,2,5,6,2,1,2024,6,1, ,2000,1, ,400,0,0,0,100,100,100,0,0,0,100,0,0,0
1,1,66,4,2,6,2,2,1,2024,2,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,52,2,2,3,11,7,1,2024,1,4,1,2500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,65,8,2,7,7,4,1,2023,9,1, ,2500,1, ,100,0,0,0,0,0,100,0,0,0,0,0,0,0
98,1,69,2,2,7,6,4,1,2024,4,1, ,2200,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,58,16,97,5,3,3,1,2023,11,4,1,2000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,40,8,2,3,6,3,1,2023,7,1, ,2500,1, ,100,0,0,0,0,0,0,100,0,0,0,0,0,0
98,1,55,4,2,5,99,99,1,2024,1,5, , , , ,1000,100,200,0,0,100,200,200,100,0,0,100,0,0
5,2,54,6, , , , ,1,2024,5,1, ,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,50,1,2,5,4,4,1,2023,12,1, ,3500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,37,8,1,6,7,3,1,2023,12,1, ,1000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,48,4,2,4,8,6,1,2023,12,3, ,2200,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,52,1,2,6,11,7,1,2024,3,4,1,2500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,41,8,2,4,3,3,1,2024,4,3, ,2200,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,56,12,2,6,11,8,1,2024,6,1, ,2500,3,5,600,0,0,100,0,400,0,0,0,100,0,0,0,0
98,1,59,5,2,3,5,2,1,2024,4,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,56,1,2,3,4,4,1,2024,4,1, ,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,42,1,1,6,11,4,1,2024,6,4,1,2400,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,42,1,1,1,6,6,1,2024,6,1, ,2500,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,65,6,2,7,8,5,1,2024,6,4,1,2000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,37,3,2,5,2,2,1,2023,9,5, , , , ,400,200,0,0,0,0,0,0,0,0,100,100,0,0
3,1,54,8,2,6,6,6,1,2023,12,3, ,3000,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,63,4,2,6,5,5,1,2023,10,1, ,1500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,50,8,2,5,8,6,1,2024,2,1, ,2500,3, ,100,0,0,0,0,0,0,100,0,0,0,0,0,0
98,1,55,1,2,5,12,12,1,2023,11,4,2,2000,3, ,100,0,0,0,0,0,0,100,0,0,0,0,0,0
2,1,61,5,2,6,10,3,1,2023,10,4,1,1600,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,51,1,2,5,10,9,1,2024,5,4,1,1600,3,7,700,0,0,100,300,100,0,0,0,200,0,0,0,0
4,2,42,12,2,5,5,1,1,2023,10,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,61,8,2,6,8,3,1,2024,1,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,33,8,97,1,99,99,1,2023,7,5, , , ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,40,8,2,2,9,5,1,2024,2,1, ,4500,3, ,200,0,0,0,0,0,0,0,200,0,0,0,0,0
98,2,48,12,2,5,99,2,1,2024,4,1, ,1600,1, ,1200,300,100,200,0,100,300,200,0,0,0,0,0,0
98,1,65,8,2,7,8,5,1,2024,6,1, ,2500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,43,15,2,5,3,3,1,2024,6,1, ,2500,1,7,100,0,0,0,0,0,0,0,0,100,0,0,0,0
98,1,54,9,2,5,7,6,1,2023,7,4,1,1600,1,5,100,100,0,0,0,0,0,0,0,0,0,0,0,0
4,1,50,8,2,5,8,8,1,2023,11,1, ,3000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,44,8,2,4,6,5,1,2023,7,5, , , , ,100,0,0,0,0,100,0,0,0,0,0,0,0,0
5,2,31,12,2,4,9,2,1,2024,1,5, , , , ,100,0,0,0,0,100,0,0,0,0,0,0,0,0
98,2,41,12,1,1,4,4,1,2023,12,1, ,1600, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,60,13,2,6,8,8,1,2024,5,4,1,1600,1,5,100,0,0,0,0,0,0,100,0,0,0,0,0,0
2,1,50,1,2,5,7,4,1,2024,5,1, ,2500,1,7,200,0,0,0,0,0,100,0,0,100,0,0,0,0
4,1,57,4,2,6,10,5,1,2024,1,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,53,15,1,1,5,5,1,2024,6,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,53,6,2,6,9,9,1,2023,7,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,40,4,2,3,4,3,1,2024,2,1, ,3000,3, ,300,0,0,200,0,100,0,0,0,0,0,0,0,0
98,2,46,8,2,5,9,4,1,2024,4,4,1,1600,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,46,8,1,6,5,2,1,2023,9,3, ,1600,1, ,100,0,0,100,0,0,0,0,0,0,0,0,0,0
5,1,43,10,1,1,9,9,1,2023,8,1, ,2000,1, ,100,0,0,0,0,0,0,0,0,0,100,0,0,0
5,1,52,10,2,5,99,99,1,2024,1,1, ,1600,1, ,500,0,0,0,0,200,300,0,0,0,0,0,0,0
98,1,45,6,2,5,11,10,1,2023,12,1, ,3000,3, ,200,100,100,0,0,0,0,0,0,0,0,0,0,0
98,1,44,12,1,1,1,1,1,2023,12,4,1,1600,1,5,200,0,0,100,0,0,0,0,0,0,100,0,0,0
98,1,53,12,2,6,7,5,1,2024,6,4,1,1600,1,6,100,0,0,0,0,0,0,0,0,100,0,0,0,0
98,1,31,17,2,2,7,3,1,2024,3,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,45,1,2,5,2,1,1,2024,6,1, ,2000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,41,1,2,4,10,3,1,2023,10,5, , , , ,300,0,0,0,0,300,0,0,0,0,0,0,0,0
98,1,54,1,2,5,5,4,1,2024,1,5, , , , ,400,0,100,0,0,0,0,100,100,100,0,0,0,0
5,1,41,8,2,4,6,6,1,2024,2,3, ,2000,1, ,400,0,0,0,0,400,0,0,0,0,0,0,0,0
5,1,47,8,2,3,10,5,1,2024,5,1, ,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,40,2,1,1,4,4,1,2024,4,1, ,2500,1,5,100,0,0,100,0,0,0,0,0,0,0,0,0,0
4,2,32,1,2,4,4,98,1,2023,7,3, ,3000,3, ,200,0,100,0,0,0,0,0,100,0,0,0,0,0
1,1,52,8,2,5,5,4,1,2023,9,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,53,10,2,6,11,8,1,2024,4,1, ,2000,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,44,17,2,5,11,6,1,2023,12,1, ,2500,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,67,1,2,7,3,2,1,2023,12,1, ,2000, , ,100,0,0,100,0,0,0,0,0,0,0,0,0,0
5,2,42,8,2,3,10,1,1,2023,8,4,1,2500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,73,1,2,7,10,4,1,2024,5,2, ,2000,1,5,400,100,0,0,0,0,200,0,0,100,0,0,0,0
98,1,41,14,1,1,2,2,1,2024,5,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,36,8,2,4,8,4,1,2024,1,1, ,1500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,49,1,2,6,5,5,1,2023,8,1, ,2000,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,39,13,2,5,6,3,1,2023,7,1, ,3600,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,58,3,2,6,5,3,1,2023,10,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,40,3,1,1,6,6,1,2023,7,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,43,3,1,6,13,2,1,2023,9,1, ,1300,1, ,100,0,0,0,0,0,0,100,0,0,0,0,0,0
2,1,55,13,2,6,8,8,1,2023,10,3, ,2200,2, ,600,100,100,0,0,100,300,0,0,0,0,0,0,0
98,1,57,13,2,6,13,5,1,2023,10,5, , , , ,800,0,0,0,0,0,400,100,0,100,200,0,0,0
98,1,40,14,2,4,6,5,1,2023,8,1, ,3800,3,7,200,0,0,0,0,100,0,0,0,100,0,0,0,0
98,1,47,8,2,3,9,5,1,2023,10,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,28,8,1,6,99,98,1,2023,11,1, ,1300,1, ,100,0,0,0,0,100,0,0,0,0,0,0,0,0
98,1,45,8,2,5,5,5,1,2023,9,5, , , , ,700,0,100,0,0,600,0,0,0,0,0,0,0,0
98,1,46,8,1,1,3,3,1,2024,2,1, ,1300,1, ,100,0,0,100,0,0,0,0,0,0,0,0,0,0
98,1,43,8,2,2,3,3,1,2024,2,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,44,8,2,4,5,5,1,2024,5,1, ,1500,1, ,100,0,100,0,0,0,0,0,0,0,0,0,0,0
98,1,59,8,2,6,7,4,1,2024,3,1, ,3800,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,34,14,1,1,99,99,1,2023,12,1, ,1300,1, ,100,0,0,100,0,0,0,0,0,0,0,0,0,0
98,2,57,3,2,6,11,10,1,2023,7,2, ,2000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,49,4,2,5,7,3,1,2024,6,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,40,17,2,4,5,4,1,2023,8,1, ,2000,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,56,7,2,2,6,4,1,2024,2,2, ,2000,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,33,2,1,6,11,4,1,2024,1,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,39,1,2,4,6,4,1,2023,12,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,52,8,2,5,4,4,1,2024,3,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,66,8,97,1,99,99,1,2024,6,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,43,15,97,5,6,4,1,2024,3,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,40,8,1,6,7,3,1,2023,9,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,52,1,2,3,11,10,1,2024,3,1, ,2500,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,24,8,1,1,2,2,1,2023,9,4,1,1600,1, ,500,100,0,0,100,0,0,100,100,0,100,0,0,0
5,1,44,8,2,5,6,3,1,2024,5,1, ,1500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,61,4,97,1,3,3,1,2024,5,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,52,12,2,6,7,4,1,2023,8,5, , , , ,100,0,0,0,0,0,0,100,0,0,0,0,0,0
98,1,58,8,2,6,11,10,1,2023,10,1, ,2200,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,32,8,2,3,5,3,1,2023,10,1, ,3600,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,55,8,97,6,2,2,1,2023,11,1, ,1500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,36,4,1,1,99,99,1,2024,3,1, ,1300,1, ,400,0,0,0,0,100,0,0,0,0,200,0,0,100
98,1,65,15, , , , ,1,2024,1,2, ,2000,1,5,300,0,0,0,0,0,0,200,100,0,0,0,0,0
2,1,64,12,2,6,6,4,1,2024,3,1, ,1500,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,31,8,2,4,7,4,1,2023,9,2, ,2000,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,47,4,2,3,6,4,1,2024,5,4,1,1600,1, ,100,100,0,0,0,0,0,0,0,0,0,0,0,0
5,1,31,1,1,6,11,2,1,2023,9,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,34,9,1,1,2,2,1,2023,9,1, ,1500,1, ,100,100,0,0,0,0,0,0,0,0,0,0,0,0
5,2,55,2, , , , ,1,2024,2,1, ,1500,1, ,300,100,100,0,0,0,0,100,0,0,0,0,0,0
98,2,51,12,97,1,4,4,1,2023,8,1, ,1300, , ,100,100,0,0,0,0,0,0,0,0,0,0,0,0
98,2,49,2,1,1,4,4,1,2023,12,1, ,1300,1, ,200,0,0,0,0,0,200,0,0,0,0,0,0,0
4,2,35,15,2,4,8,3,1,2023,7,1, ,1500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,38,8,2,4,4,3,1,2023,10,1, ,1500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,33,10,1,1,7,7,1,2023,8,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,53,11, , , , ,1,2023,8,1, ,3600,2, ,400,0,0,0,0,100,100,200,0,0,0,0,0,0
98,1,40,14,2,5,12,10,1,2023,9,3, ,2200,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,42,8,2,4,5,3,1,2024,1,1, ,1000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,46,15,2,3,5,3,1,2024,3,1, ,1300,1, ,600,0,100,100,0,0,300,0,0,0,100,0,0,0
98,2,50,6,2,5,8,2,1,2023,12,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,59,8,97,6,6,3,1,2023,9,2, ,2000, , ,100,0,0,0,0,0,0,100,0,0,0,0,0,0
5,1,26,8,2,4,3,3,1,2023,9,2, ,2000,1,5,900,0,0,0,0,400,500,0,0,0,0,0,0,0
3,2,54,9,2,6,7,3,1,2024,6,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,31,8,2,2,10,5,1,2024,5,1, ,1200,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,22,8,1,6,10,2,1,2023,7,1, ,1500,1, ,400,100,100,0,0,0,0,100,0,0,0,0,0,100
98,1,27,8,1,1,1,1,1,2023,12,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,29,2,2,4,4,4,1,2023,9,1, ,1500,1, ,300,0,0,0,0,0,300,0,0,0,0,0,0,0
1,1,36,8,1,1,4,4,1,2023,8,1, ,1500,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2,71,3,97,1,5,5,1,2024,4,4,1,1600,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,45,14,1,1,4,4,1,2023,8,1, ,1600,1, ,700,0,0,0,0,500,100,100,0,0,0,0,0,0
98,2,24,2,1,1,3,3,1,2023,11,1, ,1300,1, ,200,100,0,0,0,100,0,0,0,0,0,0,0,0
4,1,53,8,2,6,5,5,1,2024,5,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,62,4, , , , ,1,2023,10,5, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,44,1,2,4,99,7,1,2023,12,1, ,3500,1,9,400,200,0,0,0,0,0,0,0,0,200,0,0,0
98,1,64,13,2,7,3,3,1,2023,12,1, ,3600,3, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,50,11,2,5,3,3,1,2023,11,2, ,2000,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,53,4,2,6,6,4,1,2024,3,1, ,1000, ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,58,6,2,6,8,4,1,2023,8,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,48,1,2,5,3,2,1,2024,2,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,70,1,2,7,5,5,1,2024,5,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,33,15,1,1,3,3,1,2023,12,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,41,16,2,4,5,3,1,2024,4,5, , , , ,900,200,0,0,0,100,200,200,100,0,0,0,0,100
1,2,34,6, , , , ,1,2023,8,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,30,4,2,4,3,3,1,2023,11,1, ,1300,1, ,300,0,0,0,0,0,100,0,200,0,0,0,0,0
98,2,36,2,1,1,6,6,1,2024,3,5, , , , ,400,100,0,0,0,0,200,100,0,0,0,0,0,0
5,1,35,4,1,6,9,4,1,2023,8,5, , , , ,800,0,0,100,0,400,0,100,0,100,100,0,0,0
1,1,52,8, , , , ,1,2023,11,1, ,3500,1,9,200,0,0,0,0,0,0,200,0,0,0,0,0,0
4,1,45,12,2,5,3,3,1,2023,9,1, ,1300,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
