SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q01190000,Q01190000_A,Q01190001,Q01190001_A,Q01190002,Q01190002_A,Q01190005,Q01230101,Q01230102,Q0124
98,1,33,14,2,4,99,5,1,2023,5, , , , , , , , , , , ,4, , 
98,1,34,8,2,4,5,4,1,2020,1, ,2500,1, , , , , , , , , , , 
5,1,51,2,1,1,9,9,1,2024,5, , , , , , , , , , , ,3, ,1
3,1,47,8,2,5,10,10,1,2023,3, ,3000,3, ,10.8, ,10.3, ,16.2, ,8,3,4,1
1,2,43,10,2,5,7,2,1,2017,3, ,2000, , , , , , , , , , , , 
98,2,42,4,2,5,6,3,1,2021,1, ,1600, , ,10, ,10, ,15, ,10,1, ,1
98,1,50,10,2,5,9,4,1,2024,4,1,1600,1,5, ,98,4.6, ,4.7, ,10,4,2,2
98,1,52,1, , , , ,1,2020,5, , , , , , , , , , , , , , 
2,2,52,8,2,6,13,11,1,2016,3, ,2000,3, , , , , , , , , , , 
98,1,69,8,97,1,3,3,1,2015,1, ,2400,2, , , , , , , , , , , 
98,1,49,8,2,5,12,11,1,2013,1, ,3500,1, , , , , , , , , , , 
98,1,34,8,1,1,4,4,1,2021,5, , , , , , , , , , , ,3, , 
3,1,47,8,2,5,10,6,1,2020,5, , , , , , , , , , , , , , 
1,1,55,12, , , , ,1,2014,1, ,3500,3, , , , , , , , , , , 
98,1,44,10,2,5,13,13,1,2014,3, ,2000,1, , , , , , , , , , , 
5,1,55,8,2,3,8,6,1,2021,1, ,2000,1, ,12, ,10.7, ,14.3, ,7,5, ,1
98,1,36,5, , , , ,1,2020,1, ,2000,3, , , , , , , , , , , 
3,1,71,1,2,7,9,4,1,2013,1, ,2400,1, , , , , , , , , , , 
1,1,38,8,2,4,8,6,1,2024,3, ,2200,1,7, ,98,10.1, ,12.7, ,8,1, ,1
5,2,36,8,97,1,3,3,1,2018,3, ,2000,3, , , , , , , , , , , 
98,1,50,5, , , , ,1,2020,3, ,2000,3, , , , , , , , , , , 
1,1,50,4,2,5,11,6,1,2016,1, ,2300,3, , , , , , , , , , , 
5,1,56,3,2,3,7,5,1,2016,3, ,2000,1, , , , , , , , , , , 
98,1,48,8,2,5,10,4,1,2020,3, ,2000,3, , , , , , , , , , , 
3,1,41,1,1,1,5,5,1,2019,3, ,2000,1, , , , , , , , , , , 
5,1,54,8,2,6,7,7,1,2017,1, ,2000,1, , , , , , , , , , , 
5,1,51,14,2,5,10,5,1,2013,1, ,2000,1, , , , , , , , , , , 
4,1,44,8,97,5,5,4,1,2015,3, ,2000,1, , , , , , , , , , , 
5,1,43,17,2,4,6,6,1,2018,1, ,2000,1, , , , , , , , , , , 
3,1,58,17,2,7,7,3,1,2014,1, ,2000,1, , , , , , , , , , , 
98,2,51,1,2,6,5,2,1,2018,4,1,1800,1, , , , , , , , , , , 
2,1,51,2,97,1,99,99,1,2018,3, ,2000,3, , , , , , , , , , , 
98,1,41,8,2,4,5,5,1,2018,3, ,2000,1, , , , , , , , , , , 
4,1,46,2,2,5,11,11,1,2022,1, ,2000,3, , , , , , , , ,4,3,1
98,1,56,8,2,6,11,11,1,2018,3, ,2000,1, , , , , , , , , , , 
2,1,49,12,97,5,3,3,1,2016,1, ,1800,3, , , , , , , , , , , 
5,1,48,1,2,5,11,11,1,2018,1, ,2000,3, , , , , , , , , , , 
4,1,35,11,2,4,8,8,1,2016,3, ,2000,1, , , , , , , , , , , 
5,1,52,8,2,6,13,8,1,2018,3, ,3000,3, , , , , , , , , , , 
5,1,44,1,1,1,7,7,1,2020,3, ,2000,3, , , , , , , , , , , 
98,1,46,1, , , , ,1,2018,1, ,2000,1, , , , , , , , , , , 
4,1,46,1,2,5,12,11,1,2022,1, ,2000,1, ,10.8, ,7.6, ,12, ,6,4, , 
98,1,36,10,2,4,13,4,1,2018,1, ,2500,1, , , , , , , , , , , 
1,1,51,11, , , , ,1,2020,1, ,2000,1, , , , , , , , , , , 
3,1,54,8,2,5,3,2,1,2013,1, ,1000, ,5, , , , , , , , , , 
2,1,41,8,2,4,5,5,1,2020,5, , , , , , , , , , , , , , 
4,1,63,14,2,6,8,8,1,2019,4,1,2500,1, , , , , , , , , , , 
5,1,45,2,2,3,9,5,1,2021,4,2,2000,3, ,11.1, ,11.2, ,12.7, ,6,3, , 
98,1,47,1,2,5,11,11,1,2015,1, ,3500,3, , , , , , , , , , , 
1,1,56,8,2,7,5,5,1,2015,1, ,2000,1, , , , , , , , , , , 
1,1,38,3,2,2,11,11,1,2017,1, ,3600,1, , , , , , , , , , , 
2,2,48,8,2,5,11,5,1,2020,3, ,2000,3, , , , , , , , , , , 
2,2,57,1,2,6,11,98,1,2019,1, ,2000,1, , , , , , , , , , , 
2,2,37,8,2,4,7,4,1,2021,3, ,2000,1, , , , , , , , ,5, ,2
98,1,54,15, , , , ,1,2021,1, ,2000,3, ,11.9, ,8, ,16, ,8,1,5, 
98,1,51,17,2,6,11,11,1,2024,1, ,2000,1, ,15.6, ,14.9, ,20, ,9,4, , 
5,2,51,6,97,6,12,11,1,2024,1, ,2000,3, ,8.5, ,10.6, ,11.2, ,7,1,4,1
98,1,43,2,2,5,12,5,1,2018,3, ,2000,3, , , , , , , , , , , 
3,1,43,8,2,4,5,5,1,2013,3, ,2000,3, , , , , , , , , , , 
98,1,59,15,2,6,10,8,1,2020,1, ,3000,1, , , , , , , , , , , 
98,1,50,1,2,5,7,7,1,2018,3, ,2200,1, , , , , , , , , , , 
1,2,44,8,2,5,5,2,1,2013,1, ,3000,3, , , , , , , , , , , 
2,1,56,8,97,6,7,7,1,2014,4,1,2500,1, , , , , , , , , , , 
3,1,59,14,2,6,8,8,1,2024,4,2,2500,3, ,15.9, ,23.9, ,23.9, ,10,1, ,1
3,1,53,1,2,6,5,98,1,2020,3, ,3000,3, , , , , , , , , , , 
98,1,26,5,1,1,10,10,1,2022,1, ,3000,3, ,9.4, ,6.5, ,11.8, ,4,4, ,1
98,1,43,1,2,4,6,6,1,2019,1, ,2000,3, , , , , , , , , , , 
5,1,72,1,2,6,10,7,1,2014,3, ,2000,1, , , , , , , , , , , 
1,1,44,14,97,6,99,99,1,2018,1, ,5000,1, , , , , , , , , , , 
98,1,65,6,2,7,11,11,1,2020,3, ,2000,1, , , , , , , , , , , 
98,2,56,9,2,6,8,5,1,2022,1, ,2500,3, , ,98,18.2, ,19.1, ,9,4, , 
98,1,51,1,2,5,11,11,1,2013,1, ,2000,1, , , , , , , , , , , 
98,2,41,1,1,1,1,1,1,2020,1, ,1500,2, , , , , , , , , , , 
5,1,60,8,2,6,9,6,1,2020,4,2,2000,3, , , , , , , , , , , 
98,1,36,7,2,4,5,5,1,2019,1, ,2000,1, , , , , , , , , , , 
2,1,56,1, , , , ,1,2017,3, ,3000,3, , , , , , , , , , , 
98,1,24,12,1,1,99,99,1,2020,1, ,4000,3, , , , , , , , , , , 
5,1,70,1,2,7,3,3,1,2014,3, ,2000,1, , , , , , , , , , , 
5,1,46,1,2,4,10,7,1,2021,3, ,2000,3, ,12.8, ,14, ,19.2, ,8,3, ,2
1,1,60,8, , , , ,1,2017,4,1,2000,1, , , , , , , , , , , 
98,2,62,1,2,6,5,98,1,2017,3, ,2000,1, , , , , , , , , , , 
2,2,58,3,97,7,99,10,1,2019,1, ,2400,2, , , , , , , , , , , 
98,1,35,1,2,3,11,11,1,2021,1, ,3000,3, , , , , , , , ,4, , 
98,2,41,8,2,3,10,4,1,2021,1, ,2000,3, , , , , , , , ,3, ,1
98,1,48,8,1,1,8,8,1,2019,1, ,2000,1, , , , , , , , , , , 
98,1,52,7,2,6,10,10,1,2016,3, ,2000,3, , , , , , , , , , , 
98,2,60,10,2,6,11,98,1,2013,1, ,1800,1, , , , , , , , , , , 
98,1,51,4, , , , ,1,2018,1, ,1500,1, , , , , , , , , , , 
98,1,36,1,1,6,9,3,1,2016,1, ,1600, , , , , , , , , , , , 
1,2,42,4,2,4,8,4,1,2018,3, ,2000,3, , , , , , , , , , , 
1,2,48,8,2,6,11,5,1,2017,3, ,2000,1, , , , , , , , , , , 
2,2,45,1,2,5,11,6,1,2018,3, ,2000,3, , , , , , , , , , , 
98,1,43,8,2,4,11,7,1,2018,3, ,2000,1, , , , , , , , , , , 
5,1,46,2,2,5,12,12,1,2017,3, ,2000,1, , , , , , , , , , , 
5,1,51,7,2,6,6,4,1,2021,1, ,2300,3, , ,98,8.9, ,9.8, ,4,97,4,1
98,1,47,8, , , , ,1,2023,3, ,2000,1, ,15.2, ,11.6, ,21.9, ,9,4,5, 
2,1,43,1, , , , ,1,2018,1, ,2000,1, , , , , , , , , , , 
5,1,68,2,2,7,8,5,1,2022,1, ,2500,1, ,17.6, ,18.6, ,19.8, ,9,1,5,2
4,1,34,4,2,4,8,3,1,2020,1, ,2000,1, , , , , , , , , , , 
98,1,73,8,2,7,10,3,1,2018,3, ,2000,1, , , , , , , , , , , 
98,1,46,8,2,5,11,10,1,2024,4,1,1600,1,6,16.3, ,14.7, ,17.9, ,8,1,4, 
5,1,47,1,2,5,8,7,1,2019,1, ,2000,1, , , , , , , , , , , 
5,2,48,8,2,5,11,6,1,2019,3, ,2000,3, , , , , , , , , , , 
2,1,41,12,97,1,6,6,1,2017,1, ,3000,1, , , , , , , , , , , 
98,1,52,8,2,6,8,4,1,2020,4,1,3400,1, , , , , , , , , , , 
98,2,31,1,1,1,10,10,1,2020,1, ,1800,3, , , , , , , , , , , 
98,1,47,3,97,1,5,5,1,2020,3, ,2000,1, , , , , , , , , , , 
98,1,41,1,2,5,11,6,1,2016,3, ,2000,1, , , , , , , , , , , 
5,1,61,1, , , , ,1,2023,1, ,2000,1, , ,98,10, ,14.1, ,8,1, ,1
98,2,46,1, , , , ,1,2016,1, ,2500,1, , , , , , , , , , , 
98,2,51,1,2,6,99,99,1,2017,1, ,3500,1, , , , , , , , , , , 
98,1,69,15,2,7,11,5,1,2020,3, ,2000,1, , , , , , , , , , , 
2,1,57,8,2,6,6,6,1,2017,3, ,2200,3, , , , , , , , , , , 
5,1,46,5,2,3,8,4,1,2020,3, ,2000,1, , , , , , , , , , , 
98,1,41,10,2,5,9,6,1,2019,3, ,2000,3, , , , , , , , , , , 
4,2,35,8,2,4,8,6,1,2018,1, ,2500,1, , , , , , , , , , , 
5,1,44,8,2,4,6,5,1,2014,1, ,1800,1, , , , , , , , , , , 
98,1,42,8,2,4,11,11,1,2019,1, ,2000,1, , , , , , , , , , , 
98,2,50,3,2,6,9,98,1,2016,3, ,2200,1, , , , , , , , , , , 
3,1,48,15,2,6,7,6,1,2015,3, ,2000,1, , , , , , , , , , , 
2,1,43,1,2,4,4,4,1,2020,5, , , , , , , , , , , , , , 
1,1,53,15, , , , ,1,2015,3, ,2000,1, , , , , , , , , , , 
1,1,41,8,2,4,7,7,1,2015,3, ,3500,3, , , , , , , , , , , 
5,1,55,3,2,6,8,6,1,2023,3, ,2000,1, ,15.4, ,13.2, ,19.1, ,10,1,3,1
5,1,46,17,2,3,6,6,1,2015,3, ,1600,1, , , , , , , , , , , 
3,1,50,4,1,1,12,12,1,2018,3, ,2000,3, , , , , , , , , , , 
4,1,58,8,97,6,7,7,1,2013,1, ,2500,1, , , , , , , , , , , 
4,2,33,8,2,4,3,3,1,2014,3, ,2000,1, , , , , , , , , , , 
98,1,56,11,2,7,11,7,1,2018,1, ,2000,1, , , , , , , , , , , 
1,1,47,8, , , , ,1,2014,3, ,2000,3, , , , , , , , , , , 
98,2,44,8,1,1,3,3,1,2014,3, ,2000,1, , , , , , , , , , , 
98,2,58,8,1,1,4,4,1,2019,4,1,1700,1, , , , , , , , , , , 
5,1,66,8,2,7,8,7,1,2018,1, ,2500,1, , , , , , , , , , , 
98,1,40,9,1,1,3,3,1,2016,3, ,3000,3, , , , , , , , , , , 
5,1,57,1,2,6,11,10,1,2021,4,2,2000,3, ,9.6, ,10, ,14, ,8,4,1, 
98,2,38,8,1,1,10,10,1,2020,5, , , , , , , , , , , , , , 
98,1,45,15,2,5,6,5,1,2021,5, , , , , , , , , , , ,1,3, 
98,2,55,4, , , , ,1,2017,1, ,1800,1, , , , , , , , , , , 
98,1,68,8,2,6,7,2,1,2017,1, ,2000,1, , , , , , , , , , , 
98,1,55,3,2,6,10,10,1,2014,1, ,3500,3, , , , , , , , , , , 
5,1,64,13,2,6,10,3,1,2017,1, ,3800,3, , , , , , , , , , , 
98,1,46,9,2,5,7,7,1,2024,5, , , , , , , , , , , ,1,3, 
98,1,41,8,2,3,8,4,1,2018,3, ,2000,1, , , , , , , , , , , 
2,1,44,5,2,4,4,4,1,2014,3, ,2000,3, , , , , , , , , , , 
98,2,32,8, , , , ,1,2021,1, ,3500,3, , ,98,4.5, ,6.8, ,5,1,5,2
1,1,49,8, , , , ,1,2019,1, ,2000,1, , , , , , , , , , , 
5,1,58,4,2,6,13,13,1,2017,1, ,2000,1, , , , , , , , , , , 
98,2,41,5,2,5,6,98,1,2018,3, ,2500,1, , , , , , , , , , , 
98,1,60,9,2,7,9,7,1,2020,3, ,2000,1, , , , , , , , , , , 
4,1,52,12,2,5,6,6,1,2015,3, ,2000,1, , , , , , , , , , , 
98,1,43,1,1,1,3,3,1,2018,3, ,2000,1, , , , , , , , , , , 
5,1,68,10,2,7,6,4,1,2021,1, ,2000,1, ,11.1, ,10, ,15.5, ,5,4,3,2
2,2,39,8,2,4,11,6,1,2023,1, ,2300,1, , , , , , , , ,98, ,2
3,1,39,9,2,4,9,5,1,2021,1, ,3000,3, ,10.3, ,7.7, ,10.2, ,5,1,4,1
98,1,55,10,2,5,7,5,1,2019,1, ,3500,3, , , , , , , , , , , 
98,1,53,1,1,1,6,6,1,2018,1, ,2000,3, , , , , , , , , , , 
98,1,61,1,2,6,13,13,1,2021,3, ,3000,2, ,8.5, ,6.1, ,11.8, ,4,3,4,1
5,1,45,8,2,4,10,10,1,2024,1, ,2500,3, , ,98,10.2, ,13.8, ,1,1, ,1
98,1,43,2, , , , ,1,2017,3, ,2000,1, , , , , , , , , , , 
5,1,36,3,2,4,9,4,1,2021,1, ,2000,1, ,10.1, ,10.3, ,13.2, ,6,1,4,1
5,1,40,1,2,5,5,4,1,2015,3, ,2000,3, , , , , , , , , , , 
3,1,60,9,97,7,13,13,1,2017,4,1,3500,3, , , , , , , , , , , 
98,1,51,1,2,5,7,7,1,2020,5, , , , , , , , , , , , , , 
4,2,62,15,2,3,6,2,1,2020,3, ,2000,3, , , , , , , , , , , 
2,2,65,3,2,7,11,5,1,2018,1, ,2000,1, , , , , , , , , , , 
4,2,45,8,1,1,6,6,1,2017,3, ,2000,3, , , , , , , , , , , 
4,1,53,1, , , , ,1,2016,1, ,2500,1, , , , , , , , , , , 
1,1,50,2,2,5,10,3,1,2013,1, ,2500,1, , , , , , , , , , , 
98,1,54,8,2,5,10,10,1,2020,1, ,2000,1, , , , , , , , , , , 
4,2,51,1,2,6,12,4,1,2023,1, ,2400,1, , ,98,5.8, ,6.2, ,6,4, , 
98,1,47,1,1,5,13,99,1,2017,1, ,2000,3, , , , , , , , , , , 
98,1,74,1,2,7,4,4,1,2013,1, ,2500,1, , , , , , , , , , , 
4,1,55,14, , , , ,1,2019,3, ,2200,3, , , , , , , , , , , 
2,1,53,4,2,3,8,3,1,2014,3, ,2000,1, , , , , , , , , , , 
5,2,37,5, , , , ,1,2022,1, ,2400,2, , ,98,21.9, ,23.3, ,6,3, ,1
98,1,34,1,1,1,4,4,1,2016,3, ,2000,3, , , , , , , , , , , 
3,1,37,2,2,2,13,2,1,2017,1, ,2000,1, , , , , , , , , , , 
98,1,50,8,2,6,7,6,1,2021,3, ,2000,1, ,15.2, ,15.3, ,16.9, ,8,3, ,2
4,2,51,1,2,6,6,3,1,2024,1, ,2500,1, , ,98,6, ,12.9, ,6,1,3,1
98,1,53,1,1,1,3,3,1,2020,1, ,3600,3, , , , , , , , , , , 
98,1,44,10, , , , ,1,2014,3, ,2000,1, , , , , , , , , , , 
4,1,57,12,2,5,10,6,1,2024,1, ,2000,3, , ,98,7.6, ,14.4, ,8,1, ,1
98,1,65,3,2,7,4,3,1,2021,4,2,2000,3, , ,98,17.2, ,19.4, ,6,1,4, 
3,2,40,2,2,4,4,1,1,2014,3, ,2000,1, , , , , , , , , , , 
98,1,30,4,1,1,10,10,1,2021,1, ,1500,1, ,13.4, ,7.9, ,16.7, ,6,4,5, 
98,2,52,8,97,6,99,99,1,2019,1, ,2400,3, , , , , , , , , , , 
2,1,47,8,2,5,10,6,1,2014,4,1,2500,1, , , , , , , , , , , 
1,1,52,4,2,6,7,5,1,2016,3, ,2000,1, , , , , , , , , , , 
5,1,44,1,2,5,7,7,1,2016,1, ,1500,3, , , , , , , , , , , 
98,1,52,5,2,6,10,8,1,2019,3, ,2000,3, , , , , , , , , , , 
3,1,46,1,1,7,11,8,1,2021,3, ,2200,1, , , , , , , , ,97, ,1
4,1,42,1,2,4,9,4,1,2017,3, ,2000,1, , , , , , , , , , , 
4,1,47,1, , , , ,1,2019,4,1,2500,1, , , , , , , , , , , 
2,1,44,15,2,5,7,7,1,2020,3, ,2500,3, , , , , , , , , , , 
98,1,65,8, , , , ,1,2014,3, ,2200,1, , , , , , , , , , , 
98,2,54,5,2,7,7,99,1,2020,1, ,2500,1, , , , , , , , , , , 
98,1,42,1,1,1,7,7,1,2014,3, ,2000,1, , , , , , , , , , , 
1,1,61,12, , , , ,1,2013,3, ,3000,3, , , , , , , , , , , 
98,1,70,1, , , , ,1,2018,1, ,2000,1, , , , , , , , , , , 
2,2,45,4, , , , ,1,2022,3, ,3200,3, ,9.2, ,13.8, ,13.8, ,10,1,5,2
98,1,53,8,1,1,7,7,1,2017,3, ,2000,1, , , , , , , , , , , 
2,1,58,1,2,6,13,11,1,2013,1, ,3500,1, , , , , , , , , , , 
4,2,49,1,2,6,12,4,1,2024,1, ,2000,1, , , , , , , , ,1,5, 
4,2,51,5,2,6,12,5,1,2019,1, ,2000,3, , , , , , , , , , , 
2,1,42,8,2,4,11,10,1,2018,1, ,2400,1, , , , , , , , , , , 
98,1,48,8,2,5,8,99,1,2020,1, ,1000, , , , , , , , , , , , 
98,1,63,2,2,6,12,5,1,2023,4,1,2500,1, , ,98,17.6, ,21.2, ,9,1,2, 
5,1,45,15,2,5,5,2,1,2023,1, ,1300,1, ,12.9, ,11, ,14.9, ,5,4, ,2
98,2,32,6,1,1,4,4,1,2023,1, ,1500,1, ,8.9, ,8, ,13.4, ,7,5, , 
98,1,56,1,2,6,11,7,1,2024,4,1,2500,1, ,18.5, ,22.6, ,20.2, ,10,1, , 
2,2,58,8, , , , ,1,2023,1, ,1500,1, ,11, ,7.1, ,11, ,6,1, , 
98,2,35,8,1,1,3,3,1,2023,2, ,2000,1,5, ,98,10.4, ,11.3, ,8,1,3,1
98,2,56,8,2,6,11,98,1,2024,5, , , , , , , , , , , ,1,4, 
3,1,32,1,1,1,4,4,1,2023,1, ,1500,1, ,11.1, ,12.8, ,14, ,4,4,5,1
98,1,35,1,2,2,7,3,1,2024,1, ,1300,1, ,12.6, ,10.5, ,14.7, ,6,4, , 
98,1,50,10,2,5,10,5,1,2024,4,1,2500,1, ,17.3, ,20.4, ,21.7, ,10,4,1, 
98,2,43,1,2,5,10,3,1,2024,4,2,2000,1, , ,98,20, ,23.2, ,10,1,4,2
5,2,42,8,97,5,3,3,1,2024,4,1,1600,1, ,17.4, ,18.6, ,19.5, ,10,1,4, 
98,1,49,1,2,2,11,5,1,2023,1, ,3400,2, ,6.6, ,4.7, ,9.9, ,8,4,3, 
98,1,54,8,2,7,5,4,1,2023,3, ,1600,1, , ,98,13.5, ,15.8, ,6,5, ,2
98,1,48,1,2,5,11,5,1,2023,4,1,2500,1, ,14.4, ,17, ,17, ,10,4,3,1
98,1,24,11,1,1,5,5,1,2023,1, ,1300,1, ,12.9, ,10.9, ,19.4, ,10,4, ,1
98,1,46,11, , , , ,1,2023,1, ,1300,1, ,11.6, ,10.1, ,13.4, ,5,4, ,1
2,1,57,2,2,6,10,6,1,2024,4,1,2500,3, , ,98,16.2, ,18.5, ,7,1,4,2
98,2,29,4,1,6,99,3,1,2023,1, ,1300,1, ,11.6, ,9.2, ,12.2, ,8,4,5,1
98,1,52,8,97,6,99,98,1,2024,1, ,1300,1, ,13, ,11.3, ,16.5, ,3,4, , 
98,1,28,9,1,6,12,2,1,2024,1, ,2300,1, ,7.8, ,7.5, ,11.7, ,6,4, ,2
4,1,59,1,2,6,11,6,1,2023,4,1,2500,1, ,18.5, ,21.8, ,20.4, ,10,4, ,2
98,2,30,8,1,6,3,98,1,2023,1, ,1300,1, ,11.6, ,7.5, ,12.2, ,5,5,3,1
98,1,44,1,2,5,10,6,1,2023,5, , , , , , , , , , , ,1,4,1
4,1,43,1,1,1,7,7,1,2023,1, ,1300,1, ,12, ,12.1, ,14.7, ,7,2, ,1
98,1,60,10,97,1,5,5,1,2021,1, ,1500,1, ,12, ,12.7, ,17.6, ,6,1,4,1
98,1,32,11,1,1,99,99,1,2023,4,1,2500,1, ,17.6, ,15.5, ,18.9, ,10,4, , 
98,1,53,11,2,5,7,3,1,2024,2, ,1500,3, ,9.1, ,9.4, ,13, ,9,5, ,1
5,1,52,8, , , , ,1,2018,3, ,3000,1, , , , , , , , , , , 
98,2,39,2,97,1,6,6,1,2024,1, ,2000,1, ,10.8, ,10, ,13.6, ,4,1,5, 
98,1,25,8,1,6,5,2,1,2024,4,1,1600,1, , ,98,20.3, ,16.3, ,10,3,5,1
98,1,44,8,2,3,6,3,1,2023,4,1,2500,1, ,18.5, ,22.1, ,25, ,10,4, ,1
2,1,45,8,2,4,6,6,1,2020,3, ,2000,3, , , , , , , , , , , 
98,2,65,8,2,7,5,1,1,2023,1, ,1300,1, , , , , , , , ,5, , 
98,1,36,2,2,2,4,3,1,2019,1, ,1500,1, , , , , , , , , , , 
98,1,57,8,1,1,6,6,1,2023,1, ,1300,1, ,11.8, ,10.8, ,17.7, ,8,4, ,1
98,1,25,8,1,1,2,2,1,2023,1, ,1600,1, , ,98,11, ,18, ,5,4, , 
1,1,53,13,2,6,8,4,1,2024,1, ,1500,1, ,11.1, ,11.8, ,15.3, ,4,1, ,1
98,1,52,1,2,6,11,6,1,2023,1, ,2000,2, , ,98,16.1, ,16.5, ,7,3,1, 
98,2,36,8,1,7,12,5,1,2018,1, ,1500,1, , , , , , , , , , , 
5,1,28,11,1,1,10,10,1,2024,1, ,1500,1, ,10.5, ,9.8, ,11.7, ,8,4, , 
98,1,27,15,1,1,99,99,1,2023,4,2,2800,2, ,9.6, ,11.4, ,11.4, ,4,4, , 
98,1,58,11,2,7,7,5,1,2024,1, ,1500,1, , ,98,12.5, ,15.2, ,7,1,4, 
4,1,61,8,2,6,7,6,1,2022,1, ,2000,1, ,10.1, ,10.4, ,13.6, ,5,5, ,2
3,1,51,1,2,5,10,10,1,2013,3, ,2000,3, , , , , , , , , , , 
5,1,58,14,2,7,13,4,1,2018,1, ,1600,1, , , , , , , , , , , 
98,1,26,11,1,6,10,3,1,2023,1, ,1300,1, ,12.4, ,9.1, ,18.6, ,10,4,3,1
98,1,41,8, , , , ,1,2020,3, ,2200,3, , , , , , , , , , , 
5,1,53,8,2,5,5,5,1,2024,2, ,2000,1,5, , , , , , , ,1, ,1
98,1,54,8,2,6,12,11,1,2024,5, , , , , , , , , , , ,1,4,2
2,1,42,1, , , , ,1,2021,4,2,2000,3, ,14, ,21, ,21, ,10,5,4, 
2,1,54,8,2,6,7,5,1,2018,3, ,2000,3, , , , , , , , , , , 
98,1,52,8,2,6,6,5,1,2023,2, ,2000,1,5, , , , , , , ,1, ,1
2,1,53,3,2,5,3,1,1,2024,1, ,2000,1, ,13.4, ,12.3, ,18.7, ,6,5, ,1
3,1,39,8,2,4,8,8,1,2015,3, ,2000,1, , , , , , , , , , , 
98,1,56,8,1,6,6,6,1,2024,1, ,1600,1, , ,98,14.2, ,18.2, ,9,1,4,1
2,1,74,8, , , , ,1,2017,1, ,2000,1, , , , , , , , , , , 
98,2,31,15,2,3,6,4,1,2023,1, ,1300,1, ,11.6, ,9.8, ,12.5, ,5,4, ,2
98,1,47,14,2,5,6,4,1,2023,1, ,1300,1, ,11.6, ,8.9, ,17.4, ,6,4, ,1
98,1,74,1,2,7,2,2,1,2024,1, ,1300,1, ,12.6, ,11.6, ,11.8, ,8,5, ,2
98,1,62,4,2,3,5,3,1,2024,2, ,2000,1,5,9.9, ,9.5, ,9.7, ,4,1,2,1
5,2,26,8,1,6,7,3,1,2024,1, ,1500,1, ,8.9, ,8.1, ,10.9, ,5,3,5,1
98,1,48,9,2,5,4,3,1,2023,1, ,1300,1, ,11.6, ,10.5, ,17.4, ,7,4, ,2
98,1,39,8,2,3,7,4,1,2024,4,1,1600,1, ,17.1, ,22.1, ,25.1, ,10,4,1,1
98,1,67,8,2,2,99,99,1,2023,1, ,1600,1, ,13.2, ,10.1, ,13.9, ,8,2, ,1
5,1,71,8, , , , ,1,2021,1, ,2000,3, , ,98,10, ,12, ,4,1, ,2
98,1,64,7,2,6,5,3,1,2023,1, ,1600,1, ,13.2, ,12.9, ,18.3, ,8,4, , 
1,1,46,8,2,5,7,7,1,2019,3, ,1600,1, , , , , , , , , , , 
98,1,58,4, , , , ,1,2019,4,1,2500,1, , , , , , , , , , , 
98,1,57,15, , , , ,1,2024,1, ,1500,1, ,11.1, ,10.7, ,16.1, ,8,1, ,1
98,1,58,3,2,6,8,4,1,2024,1, ,2300,3, ,8.9, ,7, ,13, ,4,3,1, 
98,1,35,8,2,4,99,99,1,2019,1, ,2000,1, , , , , , , , , , , 
98,1,51,9,97,1,99,99,1,2024,3, ,1600,1, ,15.1, ,18, ,20.2, ,10,4, ,1
98,1,71,1,2,7,4,1,1,2023,1, ,1500,1, , ,98,10.7, ,11.5, ,5,4, ,2
1,1,52,1,2,6,12,12,1,2013,1, ,2000, , , , , , , , , , , , 
98,2,53,6,97,1,2,2,1,2024,1, ,1500,1, , , , , , , , ,1, ,1
98,1,52,12,2,5,5,4,1,2023,1, ,1500,1, ,11.1, ,10.7, ,15.6, ,9,1,4,1
5,1,48,8,2,5,9,8,1,2019,1, ,3500,1, , , , , , , , , , , 
98,1,50,1,1,1,5,5,1,2024,5, , , , , , , , , , , ,1, , 
2,1,44,1,2,5,7,6,1,2014,3, ,2000,3, , , , , , , , , , , 
4,1,36,8, , , , ,1,2020,3, ,2000,1, , , , , , , , , , , 
98,1,72,1,2,7,13,12,1,2013,1, ,2000,1, , , , , , , , , , , 
4,1,40,12,97,1,4,4,1,2023,3, ,2000,1, ,15.2, ,12.9, ,21.3, ,10,3, ,2
98,1,34,6,1,7,4,2,1,2021,5, , , , , , , , , , , ,3,1, 
98,1,42,8,2,5,11,10,1,2022,1, ,2000,3, , ,98,9, ,18, ,5,4, , 
98,1,50,14,2,5,7,6,1,2022,1, ,3500,1,7,9.7, ,9.1, ,12.3, ,8,1, ,1
5,1,56,1,2,6,10,7,1,2015,3, ,3000,3, , , , , , , , , , , 
3,1,40,8,2,3,7,4,1,2017,3, ,1800,1, , , , , , , , , , , 
4,1,45,1,2,5,11,6,1,2017,3, ,2000,3, , , , , , , , , , , 
3,2,55,4,1,6,5,3,1,2019,4,1,1800,1, , , , , , , , , , , 
2,1,46,6,2,5,10,5,1,2021,5, , , , , , , , , , , ,1, , 
5,1,41,8,2,2,5,4,1,2018,3, ,2000,1, , , , , , , , , , , 
2,1,54,15, , , , ,1,2023,4,1,1600,1, ,17.5, ,17.7, ,18.2, ,10,1,3, 
2,2,39,3,2,4,11,5,1,2018,1, ,2000,1, , , , , , , , , , , 
