SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q03,Q0301,Q0302,Q030301,Q030302,Q0307,Q030801,MQ030902,Q030902
2,1,40,2,2,4,8,5,1,2023,3, ,2000,1, ,1,7,9,20,1,11,5,3500, 
4,1,48,8,2,5,11,10,1,2023,4,2,2000,1, ,2,4,1,7,1,99,99,8900, 
98,1,37,1,1,1,4,4,1,2023,1, ,2000,1, ,1,99,8,13,3,1,13,5300, 
5,2,42,11,2,5,10,4,1,2023,3, ,3500,1,7,2,7,22,30,1,8,8,4000, 
1,1,41,8,2,5,13,13,1,2023,1, ,4300,2, ,1,13,8,9,1,1,8, , 
4,2,30,2,2,2,6,3,1,2024,1, ,1600,1, ,1,8,3,14,1,8,7,3200, 
1,2,59,12,2,6,8,7,1,2021,1, ,2000,1, ,1,8,7,17,1,13,1,4300, 
98,1,48,1,2,3,10,9,1,2023,5, , , , ,2,6,3,17,2, , ,5699, 
5,1,67,13,2,7,3,3,1,2022,3, ,1500,1, ,2,4,5,14,2,1,13,5286, 
5,1,36,8,2,2,5,3,1,2024,5, , , , ,1,2,3,9,2, , ,5299, 
1,1,64,4,2,7,3,3,1,2024,4,1,1600,1, ,1,4,27,13,2,2,7,4080, 
4,2,51,12,2,5,8,3,1,2022,3, ,2000,1, ,3,6,21,20,1, , , ,99
3,1,52,1,2,5,12,12,1,2022,4,2,2000,3, ,3,10,21,29,1,1,13, , 
98,1,45,1,2,5,8,4,1,2024,4,1,2500,2, ,2,9,8,29,1,4,10,4740, 
5,1,52,8,1,1,4,4,1,2023,1, ,2500,1,5,1,99,8,7,1,8,6,4800, 
98,1,50,8,2,5,11,11,1,2024,4,1,2000, , ,4, , , , , , , , 
98,1,72,14,2,7,6,4,1,2021,1, ,2000,1, ,4, , , , , , , , 
98,1,37,1,1,1,3,3,1,2023,3, ,2000,3, ,2,3,5,24,1,99,4, ,99
3,1,53,1,1,1,10,10,1,2021,1, ,2300,3, ,1,6,5,17,2,1,11,4490, 
98,2,39,1,2,5,12,98,1,2023,1, ,3000,3, ,1,2,21,7,1,99,99,9000, 
5,1,74,8,2,3,10,8,1,2021,3, ,2200,3, ,1,3,7,20,1,12,99, , 
3,1,35,1,2,4,9,4,1,2023,5, , , , ,1,4,3,18,2,2,5,5299, 
98,1,34,1,2,2,9,5,1,2023,3, ,2200,2, ,2,1,8,30,1,4,99,4000, 
5,1,57,1,2,5,7,6,1,2023,1, ,2000,1, ,1,6,19,17,1,1,99,4500, 
98,1,45,4,2,5,10,9,1,2024,5, , , , ,1,8,6,30,1,2,10,7000, 
5,1,40,8,2,5,7,5,1,2022,1, ,2000,1, ,2,9,27,13,1,11,7,6150, 
98,1,45,1,2,5,5,5,1,2023,1, ,2000,1, ,1,9,5,13,1,9,3,4500, 
1,1,62,4,2,6,10,6,1,2024,4,1,1600,1, ,1,7,17,21,1,1,3,5000, 
98,1,35,2,2,2,8,4,1,2023,5, , , , ,2,3,3,25,2,2,99,5699, 
98,1,33,9,1,6,6,2,1,2024,5, , , , ,1,3,10,26,2, , ,5199, 
5,2,63,8,2,6,10,5,1,2024,1, ,2000,3, ,2,7,22,97,1,99,99,6762, 
98,2,41,14,2,4,5,98,1,2024,5, , , , ,3,8,22,18,2, , ,5299, 
3,2,48,8,2,5,7,3,1,2023,1, ,2500,1, ,2,4,21,20,1,10,6,4500, 
98,1,50,4,2,5,6,6,1,2024,5, , , , ,2,7,27,20,2, , ,5299, 
98,1,56,1,2,6,10,4,1,2024,4,1,1600,1, ,2,7,4,20,1,1,99,3300, 
2,2,46,8,2,5,13,5,1,2024,1, ,2000,1, ,3,4,7,24,1,99,99,5300, 
5,2,55,2,97,7,4,4,1,2021,1, ,2000,1, ,1,99,22,22,1,12,6,5600, 
5,2,41,15,2,5,10,3,1,2023,5, , , , ,2,2,1,29,2,9,8,4593, 
98,1,54,1, , , , ,1,2023,3, ,2000,1, ,1,8,8,13,1,8,8, , 
98,1,45,2,2,5,5,5,1,2024,3, ,2200,1,7,1,9,7,30,1, , ,4800, 
98,1,70,8,2,7,10,10,1,2022,1, ,2000,3, ,2,3,20,2,1,2,8,6420, 
4,1,69,1,2,6,7,3,1,2021,4,1,2500,1, ,1,7,22,20,1,1,99, , 
98,1,65,2,2,6,5,3,1,2024,1, ,2500,1, ,1,12,1,13,1, , ,6700, 
4,2,45,15,2,5,6,2,1,2023,1, ,2500,1, ,2,7,8,20,1,9,6,3716, 
98,1,56,9,2,7,7,7,1,2023,1, ,2800,2, ,1,8,21,30,1,9,5, ,99
98,1,73,12,2,7,10,6,1,2023,1, ,2500,3, ,1,8,7,10,2,1,11,8000, 
4,1,57,11,2,6,3,2,1,2024,4,1,1600,3,5,3,11,7,2,2, , , , 
1,1,50,3,2,5,6,6,1,2024,3, ,3000,3, ,1,7,3,6,3, , ,9000, 
2,1,50,8,2,5,2,2,1,2024,1, ,1600,1, ,3,8,27,13,1,1,6, ,99
5,1,60,1,2,6,12,10,1,2023,1, ,3500,1, ,2,12,17,22,3, , ,8000, 
98,1,42,1,2,3,6,6,1,2024,5, , , , ,2,7,3,13,2, , ,6300, 
5,1,72,8,2,7,4,99,1,2023,5, , , , ,1,7,21,3,1,8,7,4570, 
98,1,65,8, , , , ,1,2024,5, , , , ,1,99,3,8,1,1,14,15410, 
98,1,39,15,2,4,8,5,1,2022,5, , , , ,2,2,3,13,2, , ,5999, 
98,1,45,9,2,6,6,6,1,2024,4,1,1600,1,7,2,12,3,16,1,1,7,5700, 
98,1,43,8,2,4,10,10,1,2022,1, ,2000,3, ,2,3,3,7,1,13,5,6800, 
98,1,50,5,2,5,10,7,1,2023,1, ,2000,3, ,2,3,5,13,1,99,7,7072, 
98,1,51,2,1,1,5,5,1,2023,1, ,1300,1, ,1,10,21,17,1,2,4,2900, 
98,2,57,8,97,1,4,4,1,2024,1, ,1600,1, ,1,12,18,26,1,4,99,3500, 
98,1,42,5,1,1,5,5,1,2024,1, ,2500,1, ,1,4,8,8,1,12,2,5600, 
4,2,49,1,2,5,13,11,1,2023,1, ,2800,3, ,2,3,5,7,1,1,14, ,99
98,1,71,9,2,7,8,5,1,2023,5, , , , ,3,12,21,29,1,8,2,5300, 
98,1,43,8, , , , ,1,2024,3, ,2000,1, ,1,9,15,27,2,99,99,4000, 
4,2,44,1, , , , ,1,2023,1, ,1000, ,5,2,4,21,18,1,99,3, ,99
98,1,35,12,2,4,6,4,1,2023,1, ,3500,3, ,3,6,20,25,1,8,7,6700, 
98,2,43,16,97,1,3,3,1,2023,1, ,1000, ,5,1,3,2,22,1,99,3,1400, 
98,2,43,11, , , , ,1,2024,1, ,2500,3, ,3,99,22,7,1, , , ,99
98,2,42,5,2,5,5,98,1,2023,1, ,2000,1, ,3,4,8,7,1,4,9,5000, 
2,1,72,8,2,7,8,98,1,2023,5, , , , ,2,7,21,20,1,99,99, ,99
1,2,41,10,1,1,13,13,1,2024,4,1,2000, , ,1,98,10,20,1, , ,4100, 
4,1,57,8,2,6,8,7,1,2023,1, ,3000,3, ,1,3,26,14,1,11,3,12000, 
98,2,71,1,2,7,8,5,1,2024,4,1,3000,1, ,3,5,22,7,1,9,99,7900, 
98,1,47,1,2,5,6,6,1,2022,4,1,2000,1, ,3,7,20,20,1,99,5,4900, 
98,1,71,1,2,6,10,8,1,2023,5, , , ,6,1,7,18,10,1,8,7,9152, 
98,1,39,15,1,1,5,5,1,2024,1, ,2000, , ,2,12,27,8,1,1,13,2640, 
5,1,50,1,2,5,12,12,1,2024,5, , , , ,2,4,8,2,2, , ,5199, 
1,1,55,15,2,5,8,3,1,2023,1, ,1000,1, ,2,5,7,18,2,1,5,1700, 
3,1,56,8,2,6,11,5,1,2022,5, , , , ,4, , , , , , , , 
98,1,33,1,2,2,9,4,1,2024,4,1,2500,3, ,2,99,19,13,1,8,7,6300, 
5,1,42,1,2,5,6,6,1,2023,4,2,2000,3, ,2,3,7,1,1,1,99, ,99
98,2,68,1,2,6,5,1,1,2024,4,1,1600,1, ,2,6,27,26,1,1,99, ,99
4,1,56,2,2,6,10,9,1,2024,1, ,2500,3, ,2,12,26,2,1,1,5,8300, 
2,1,55,4,2,3,7,4,1,2024,1, ,1000, ,5,3,1,19,20,1,99,2,1450, 
98,1,52,4,2,5,6,6,1,2023,1, ,1600,1, ,1,2,27,16,1,8,6,3300, 
98,2,46,1,2,3,6,4,1,2023,1, ,1300,1, ,2,6,19,17,1,9,99,2900, 
98,2,60,1,2,6,7,3,1,2024,1, ,1000,1, ,1,6,97,17,3, , , , 
98,1,53,8,2,6,10,10,1,2022,4,2,3000,3, ,3,3,22,7,1,2,3,18990, 
1,1,41,1,2,3,7,5,1,2024,5, , , , ,2,11,27,23,1,1,14,8260, 
98,1,38,3,1,6,4,3,1,2024,4,1,1600,1, ,2,9,20,23,1,8,6,4500, 
4,2,44,8, , , , ,1,2022,4,2,2000,3, ,3,7,22,7,1,99,99,6500, 
1,1,38,8,2,4,10,7,1,2021,1, ,2000,3, ,2,6,17,17,1,8,7,7072, 
98,1,57,8,97,6,7,3,1,2023,1, ,2000, , ,1,13,19,8,1,99,99,2600, 
1,1,48,3,2,5,11,8,1,2024,5, , , , ,1,13,21,2,1,1,14, , 
98,1,48,8,2,6,8,4,1,2024,5, , , ,5,1,7,4,20,2,9,3,2735, 
98,1,59,1,2,6,3,2,1,2024,1, ,1600, , ,2,6,21,13,1,9,7,3000, 
5,1,38,8,1,6,13,1,1,2023,1, ,1600,1, ,2,4,1,25,1,99,5,2300, 
5,1,72,14,2,7,13,13,1,2022,3, ,2500,3, ,1,11,22,1,1,1,3, ,99
98,1,44,10,2,5,6,4,1,2023,3, ,2200,1,7,2,12,27,9,1,8,5,4500, 
98,1,53,2,2,6,9,5,1,2024,4,1,2500,1, ,1,7,7,20,1,8,8,7160, 
98,1,38,8,2,4,9,5,1,2023,1, ,2200,1,6,1,12,8,8,3,2,6,4152, 
2,1,54,1,2,6,8,6,1,2024,4,1,1600,1,9,2,7,27,9,1, , ,5560, 
98,1,30,8,1,1,3,3,1,2023,2, ,1500,1, ,1,7,9,21,1,99,5,3690, 
2,1,30,1,1,1,5,5,1,2023,4,1,2000, , ,2,5,3,13,2,3,7,3500, 
1,1,55,8,2,6,3,3,1,2024,1, ,2000,1, ,3,13,3,21,1,99,1,3750, 
5,1,53,8,2,6,13,13,1,2023,5, , , ,7,2,12,8,21,1,99,5,7337, 
4,1,51,1,2,6,9,4,1,2023,4,1,1600,1,6,2,7,16,21,1,8,6,4300, 
4,1,43,4,2,5,4,4,1,2023,5, , , , ,2,8,27,21,2, , ,5950, 
2,1,65,8,2,6,11,6,1,2023,1, ,2500,1, ,2,4,4,22,1,99,3,4500, 
2,1,39,15,2,5,5,5,1,2024,1, ,1000, ,5,1,13,3,18,3,8,2,2000, 
98,1,62,15,2,7,5,5,1,2024,1, ,2500,1, ,1,13,21,29,1,1,2,4900, 
98,2,57,8,2,6,6,2,1,2023,4,1,1600,1, ,2,3,21,20,1,4,99,5000, 
98,1,40,8,2,5,6,3,1,2023,5, , , , ,2,2,3,25,2, , ,5699, 
98,1,43,7,2,4,2,1,1,2023,1, ,1000, ,5,1,6,5,14,1, , ,1920, 
4,1,51,8,2,6,11,11,1,2023,4,1,1600,1, ,1,10,22,1,1, , , , 
5,1,39,8, , , , ,1,2022,1, ,2000,1, ,1,99,22,7,3,99,6, ,99
5,1,70,5,2,7,7,4,1,2024,3, ,2200,1,5,2,7,21,1,1,8,7,4200, 
4,1,54,1,2,3,11,9,1,2022,1, ,2000,3, ,1,9,5,12,1,99,8,7500, 
98,1,62,2,2,6,11,5,1,2024,4,1,1600,1, ,1,7,19,27,1,1,7,3700, 
98,1,65,8,2,7,10,2,1,2023,4,1,1600,1, ,2,10,15,8,1,2,3,5500, 
5,1,50,8,2,5,10,9,1,2023,1, ,2000,1, ,3,9,19,8,1,1,14, , 
98,1,52,8,2,5,11,6,1,2022,1, ,2000,3, ,2,12,19,12,1,8,8,8100, 
2,1,45,8,2,5,6,5,1,2024,4,1,1600,1,7,1,7,1,7,1,8,6,4734, 
3,1,74,1,2,7,8,7,1,2023,1, ,2500,1, ,2,12,17,14,1,8,6,3900, 
98,2,59,15,97,6,5,3,1,2023,1, ,1600, , ,2,12,20,26,1,9,7,2902, 
5,2,44,1,2,4,10,5,1,2024,4,1,3200,1, ,2,11,3,20,1,1,11,6900, 
5,1,44,2,1,5,13,13,1,2024,5, , , , ,1,8,5,24,2,99,5,5999, 
5,1,62,15,2,6,10,8,1,2023,1, ,3800,3, ,2,13,21,17,1,1,3,6650, 
4,1,69,8,2,7,4,4,1,2024,1, ,1000, ,5,1,12,22,9,1,1,5,1920, 
2,1,48,1,2,5,7,7,1,2024,1, ,5000,1, ,2,10,22,16,2,2,5,17000, 
5,1,45,5,2,5,12,9,1,2023,1, ,3800,1,7,2,10,17,30,1,2,7,5200, 
98,1,67,15,2,7,5,3,1,2022,5, , , , ,1,8,4,28,2,8,7,7000, 
98,1,42,14,2,3,4,2,1,2024,1, ,1600, , ,4, , , , , , , , 
98,2,51,2,2,6,4,2,1,2024,1, ,1600,1, ,1,10,27,12,1,8,7,3000, 
2,2,53,17,2,6,5,5,1,2023,1, ,1000,1, ,2,12,22,13,2,2,5,1800, 
3,1,48,8,2,5,10,5,1,2023,5, , , , ,3,6,27,29,1,8,6,5254, 
3,1,44,1,2,5,11,7,1,2022,5, , , , ,1,3,3,10,2,99,4, , 
98,1,60,8,2,6,10,4,1,2022,1, ,2000,1, ,3,11,22,1,1,1,12,3520, 
98,1,33,4,2,2,8,4,1,2024,4,1,1600,1,6,2,11,15,14,1,2,5,5000, 
4,1,42,17,2,5,5,4,1,2022,1, ,2300,3, ,2,13,9,16,1,99,7, ,99
98,1,74,12,2,7,4,4,1,2024,1, ,2500,3, ,1,12,21,7,1,9,6,7000, 
98,2,20,1,1,5,13,99,1,2023,1, ,2000,3, ,3,9,9,7,1,99,99, ,99
2,1,60,2,2,6,11,11,1,2023,5, , , ,7,1,98,27,29,2,2,1,7337, 
5,1,47,10,2,5,8,5,1,2023,4,1,1600,1, ,2,12,7,20,1, , ,5000, 
98,2,48,1,97,5,10,10,1,2023,1, ,1600,1, ,1,1,22,20,1,9,4,2700, 
3,1,61,1,2,7,4,3,1,2024,1, ,1800, , ,2,6,7,17,1,8,3,3000, 
4,1,57,8,2,6,5,2,1,2024,4,1,1600,1,5,2,12,15,25,1,8,5,4480, 
1,2,46,1,2,5,9,3,1,2024,1, ,3500,3,6,2,3,7,7,1,1,4,9000, 
98,2,42,8,2,5,6,3,1,2021,4,1,3000,1, ,3,3,20,20,1,6,5,7500, 
98,2,66,4,2,7,3,1,1,2024,4,1,1600,1,5,4, , , , , , , , 
3,1,43,8,1,1,6,6,1,2023,4,1,1600,1, ,2,9,28,14,2,7,4,4500, 
98,1,70,10,2,7,2,2,1,2023,1, ,2500,3, ,2,7,22,7,1,8,7, ,99
98,1,62,8,2,6,5,3,1,2023,4,1,1600,1, ,2,10,8,29,1,2,6,5982, 
98,1,46,8,2,5,10,10,1,2024,1, ,2000, , ,1,99,27,6,1,2,6,3550, 
2,2,52,8,2,6,2,2,1,2024,5, , , , ,4, , , , , , , , 
98,2,32,4,1,1,3,3,1,2024,1, ,1000, ,5,1,10,19,13,1,9,8,2000, 
1,1,48,10,2,5,10,8,1,2023,1, ,2000,1, ,1,8,1,22,1,10,5,9985, 
98,1,66,1,2,6,7,2,1,2023,1, ,2000, , ,3,7,21,25,1,1,3,3200, 
4,1,48,1,2,5,9,5,1,2023,3, ,2000,1, ,2,6,19,25,1,1,4,3805, 
98,2,54,1,1,6,10,6,1,2022,1, ,2000,3, ,3,6,21,25,1,13,11,6921, 
5,1,42,8,2,5,10,10,1,2022,3, ,3000,2, ,1,6,26,17,1,8,8, , 
4,1,49,8,2,4,10,7,1,2024,1, ,2000,1, ,2,3,20,13,1,1,13,7600, 
2,1,61,13,2,6,8,5,1,2024,5, , , , ,2,12,97,23,3,1,3,10170, 
5,2,35,12,1,7,6,3,1,2024,1, ,1600, , ,1,10,17,22,1,8,8,3300, 
98,2,42,11,2,5,6,2,1,2023,5, , , , ,3,6,5,2,1,3,5,5900, 
4,1,42,8,2,5,6,4,1,2022,1, ,3000,3, ,1,98,6,30,1,1,10,10000, 
98,1,44,8,2,5,6,5,1,2023,5, , , , ,2,7,8,2,1,9,7,6493, 
3,2,43,4,2,4,5,1,1,2023,1, ,1600,1, ,1,12,5,11,1,8,3,3500, 
2,1,53,1,2,5,13,12,1,2023,1, ,4000,2, ,1,4,7,6,1,13,14, , 
98,1,35,8,2,2,7,4,1,2024,1, ,1300,1, ,2,11,8,13,1,99,99,2880, 
5,1,43,8,2,5,8,5,1,2022,5, , , , ,2,8,3,17,1,1,13,8260, 
98,2,45,11,2,4,10,2,1,2024,5, , , , ,1,3,8,29,2,99,6,5490, 
3,1,42,8,2,2,8,4,1,2023,1, ,3000,3, ,2,10,7,6,1,1,14,9200, 
98,2,42,8,1,1,7,7,1,2024,4,1,1600,1, ,2,7,22,21,1,99,5,3500, 
98,1,56,2,2,5,8,4,1,2024,1, ,2000,1, ,2,5,20,18,1,1,13,7000, 
2,2,41,15,1,7,5,5,1,2024,5, , , , ,1,11,22,13,2, , ,5600, 
4,1,52,1,2,5,9,3,1,2024,1, ,1600,1, ,2,10,7,25,1,9,6,2480, 
5,1,61,1,2,6,6,3,1,2024,4,1,1600,1, ,2,7,27,20,3,8,3,4100, 
5,1,56,14,2,6,7,7,1,2024,4,1,1600,1,6,1,5,27,29,3,2,8,5200, 
5,1,49,8,2,5,1,1,1,2024,1, ,2000,3, ,3,4,20,28,1,4,12,7277, 
98,1,51,10,1,1,5,5,1,2023,1, ,2500,1, ,1,12,17,13,1,12,99,5200, 
2,1,57,7,2,6,7,4,1,2023,3, ,2200,3,7,1,9,8,30,1,2,5,5753, 
1,2,32,5,1,6,4,2,1,2024,1, ,1600,1, ,2,9,9,25,1,8,7,3400, 
98,1,58,1,2,6,8,1,1,2023,4,1,1600,1, ,1,7,16,20,1,8,7,5300, 
98,1,42,13,1,1,9,9,1,2023,1, ,1600,1, ,1,10,5,26,1,1,7,3600, 
98,1,49,3,2,5,4,4,1,2023,3, ,2200,1,9,2,13,1,9,1,1,8,3300, 
3,1,62,8,2,7,11,9,1,2024,3, ,2200,1,7,1,10,13,6,2,2,6,4500, 
5,1,43,8,1,7,3,2,1,2024,2, ,1600, , ,1,11,8,13,1,8,8,3000, 
98,1,45,12,2,5,9,4,1,2024,4,1,1600,1,7,2,4,27,9,1, , ,4500, 
2,2,46,1,2,3,12,5,1,2023,1, ,1000, ,2,3,7,25,20,1,8,1,1050, 
3,1,42,8,2,5,6,4,1,2022,1, ,2000,1, ,2,4,3,2,1,1,13,6770, 
5,1,53,1,2,5,10,6,1,2022,1, ,2000,1, ,3,8,22,6,1,99,7,7400, 
98,1,53,15,2,6,9,5,1,2024,3, ,2200,3,7,2,4,27,9,2,8,5,5400, 
98,1,27,9,1,1,4,4,1,2023,1, ,1500,1, ,1,9,1,13,1, , ,3800, 
98,1,66,12,2,7,13,13,1,2024,4,2,3000,3, ,1,4,5,2,1,1,14,15000, 
98,1,41,8,2,4,8,5,1,2022,5, , , , ,2,3,27,21,2,99,6,8110, 
5,1,55,14,2,6,8,5,1,2023,1, ,2500,1, ,2,12,1,20,1,8,7,4500, 
98,1,34,8,2,2,9,6,1,2023,4,1,1600,1,5,2,12,8,11,1,8,7,4355, 
2,2,55,8,2,6,11,4,1,2022,1, ,2000,3, ,2,99,27,7,1, , ,5180, 
98,1,52,1,97,6,6,6,1,2022,3, ,2000,1, ,1,3,20,14,1,1,5,7072, 
1,1,53,8,2,6,13,13,1,2024,1, ,2000,1, ,2,6,8,17,1,1,14, , 
98,2,30,16,1,6,11,2,1,2024,4,1,1600,1, ,2,12,17,20,1,8,99,4100, 
98,1,59,3,2,6,10,10,1,2023,4,1,1600,1, ,1,4,8,30,1,1,5,4100, 
3,1,48,2,2,3,8,4,1,2021,1, ,2000,3, ,2,9,4,7,2,99,5,7500, 
98,1,42,5, , , , ,1,2023,1, ,2000,1, ,1,8,8,6,1,1,13,6630, 
3,1,35,2, , , , ,1,2023,1, ,2500,1,5,1,5,27,11,1,8,7,3546, 
4,2,39,8,2,5,8,4,1,2024,5, , , , ,2,7,21,21,3,8,7,5600, 
98,1,55,1,2,6,7,7,1,2024,4,1,2500,1, ,1,6,20,23,1,1,4,6390, 
98,1,44,6,2,5,4,4,1,2024,1, ,3500,1,9,2,7,7,9,1,8,5,4600, 
3,1,38,10,2,4,4,4,1,2023,5, , , , ,2,8,8,8,2, , ,5299, 
98,1,54,17,2,6,10,6,1,2024,4,1,1600,1, ,1,4,27,20,3,1,3,3700, 
4,2,44,8,2,5,7,98,1,2022,1, ,3600,3, ,2,4,20,9,1,1,99,9000, 
98,1,65,8,2,6,6,6,1,2024,1, ,1600,1, ,2,1,21,22,1,12,6,2450, 
98,1,42,8,2,5,9,6,1,2024,1, ,3000,3, ,2,2,20,9,1,1,14,8900, 
98,2,45,12,2,5,6,3,1,2023,1, ,2500,1,5,3,12,19,16,2,99,4,4174, 
5,1,66,14,97,7,12,10,1,2022,5, , , , ,1,8,27,7,1,1,7, , 
98,1,44,8,2,5,5,4,1,2023,5, , , , ,1,99,3,17,2,2,99,5299, 
98,1,51,8,2,6,9,5,1,2024,1, ,2000,2, ,4, , , , , , , , 
98,2,38,1,1,1,4,4,1,2024,1, ,1000, ,5,1,5,18,25,1,3,3,1500, 
4,1,47,8,2,5,11,6,1,2023,4,1,1600,1,6,2,12,8,20,1,2,7,4958, 
98,1,40,5,97,1,4,4,1,2024,4,1,1600,1,6,1,7,7,9,1,8,7,5100, 
5,1,60,8,2,6,11,6,1,2023,1, ,2500,1, ,1,3,6,8,2,7,1,3716, 
5,1,46,1,2,5,8,6,1,2023,4,1,1600,3,6,2,4,16,29,1, , ,5800, 
98,2,51,9, , , , ,1,2021,1, ,2000,3, ,2,3,21,7,1,11,2,6400, 
2,2,35,8,2,4,7,1,1,2022,1, ,2000,1, ,2,4,19,26,1,1,8,5600, 
98,2,41,4, , , , ,1,2023,1, ,3500,1,9,3,12,7,9,1,8,7,5000, 
98,2,25,11,1,1,2,2,1,2024,1, ,1500,1, ,3,6,22,5,1,99,4,3115, 
98,1,65,1,2,7,8,4,1,2024,1, ,3500,1,9,4, , , , , , , , 
98,1,47,11,2,4,4,4,1,2023,1, ,3500,1,9,1,12,8,9,1,8,7,5025, 
1,2,48,8,2,5,6,3,1,2024,4,1,1600,1, ,2,7,22,29,1,8,6,3800, 
98,1,67,8,2,7,3,2,1,2024,1, ,2000, , ,1,4,27,17,2, , , , 
98,1,59,8,2,6,11,10,1,2024,4,1,2500,1, ,1,11,7,22,1,8,5,7160, 
4,1,69,15,2,7,11,11,1,2023,1, ,3000,3, ,2,4,26,2,1,1,6,11000, 
5,1,54,8,2,6,13,13,1,2023,4,1,1600,1, ,2,8,21,20,1,8,5,5500, 
98,1,32,9,1,1,5,5,1,2024,1, ,1500,1, ,3,98,22,14,1,99,99,3700, 
98,1,40,12,2,5,7,3,1,2024,4,1,1600,1,7,2,2,16,9,1,8,7,5400, 
4,1,46,2,2,5,6,4,1,2023,4,1,1600,1,6,1,7,4,20,1,99,5,5100, 
3,1,52,8,97,1,6,6,1,2023,4,1,1600,1, ,1,8,21,20,1,9,6,4300, 
98,1,40,8,2,4,4,4,1,2024,1, ,2000,3, ,2,6,20,10,1,9,13,7000, 
3,1,38,8,2,4,5,5,1,2024,4,1,1600,1,6,2,8,26,9,3,99,7,5209, 
3,1,61,1,2,6,10,5,1,2023,2, ,2000, , ,2,6,13,21,1,9,99, ,99
98,1,48,8,1,6,6,3,1,2023,5, , , , ,1,13,9,25,1,99,6,8397, 
98,1,42,9,2,5,6,3,1,2024,5, , , , ,1,3,18,7,2, , ,6362, 
98,1,49,8,2,5,7,3,1,2024,4,1,1600,3,6,1,6,21,29,1,2,7,5221, 
4,2,43,17,2,5,11,3,1,2024,1, ,3000,3, ,2,12,3,25,1,1,14,8900, 
98,1,53,7,1,1,3,3,1,2023,4,1,1600,1, ,1,12,26,29,3,2,6,5600, 
4,1,54,12,2,5,10,10,1,2023,3, ,2000,3, ,1,13,22,17,1, , , , 
4,2,64,10,2,7,10,7,1,2022,4,1,1800,1, ,1,7,19,20,1,6,2,4500, 
98,1,60,4,2,6,11,1,1,2023,4,1,1600,1,6,1,12,8,30,3,2,7,5000, 
4,1,50,8,2,6,9,6,1,2023,1, ,1300,1, ,1,3,2,17,1,2,5,2080, 
98,1,48,8,2,5,10,10,1,2024,1, ,2500,1, ,1,7,8,25,1,99,4,4550, 
2,1,53,2,2,6,12,12,1,2024,4,1,2400,3, ,2,3,8,25,1,1,13,8060, 
1,1,56,3,2,6,4,4,1,2024,1, ,1000,1, ,2,1,9,30,2, , ,1870, 
98,1,33,8,2,4,3,3,1,2024,1, ,1600,1, ,2,2,8,9,1, , ,3250, 
98,1,63,11,2,7,11,10,1,2024,4,1,2500,3, ,1,8,9,24,1,99,99,10925, 
98,2,55,8,2,5,8,5,1,2022,1, ,2000,1, ,3,4,22,12,1,1,12,7072, 
5,2,67,1,2,7,6,6,1,2023,1, ,1300,3, ,3,11,22,28,1,8,8,3604, 
4,2,52,15,2,6,9,4,1,2023,4,1,1600,1, ,2,6,8,2,1,9,3, ,99
98,2,58,3,2,6,10,1,1,2024,5, , , , ,3,6,21,17,1,1,14,6500, 
98,1,44,8,2,5,99,99,1,2024,1, ,2000,3, ,2,98,10,97,1,97,99, ,99
2,1,63,8,2,2,5,5,1,2023,3, ,2000,3, ,2,7,21,25,1,8,5,4500, 
3,1,53,8,2,6,5,4,1,2024,1, ,1600, , ,1,98,20,6,1,8,3,2654, 
98,2,63,15,97,1,2,2,1,2023,1, ,1000, ,5,1,7,16,5,1,8,2,1650, 
3,1,63,8,2,6,10,5,1,2024,1, ,3800,3,7,1,6,8,30,1,1,10,5550, 
98,1,65,11,2,7,6,6,1,2023,4,1,1600,1, ,4, , , , , , , , 
5,1,49,1,2,5,8,8,1,2023,1, ,2500,1, ,3,11,1,97,2, , ,5500, 
4,1,58,11,2,6,11,7,1,2024,1, ,3800,3,7,2,3,15,30,1,8,7,5450, 
4,1,56,11,2,6,9,7,1,2024,4,1,1600,1,6,2,12,8,8,1,8,7,4900, 
98,1,64,9, , , , ,1,2023,1, ,2500,3,5,1,4,13,26,1,8,99,5000, 
98,1,58,10,2,7,6,6,1,2024,4,1,1600,1, ,2,99,27,20,1,8,8,4800, 
98,2,36,2,1,1,4,4,1,2023,4,1,1600,1, ,1,8,2,29,1, , , , 
4,1,59,8,2,7,8,8,1,2023,1, ,2500,1, ,2,12,1,8,1,8,6,4300, 
98,1,32,7,1,1,3,3,1,2023,1, ,1300,1, ,1,6,7,7,1,9,99,2700, 
5,2,64,6,1,1,10,10,1,2023,1, ,2500,3, ,1,13,21,7,1,9,9,6200, 
5,2,50,1,2,6,6,3,1,2023,1, ,3000,3, ,3,13,9,7,1,1,14,8030, 
98,1,49,1,2,5,6,6,1,2022,1, ,3000,3, ,3,98,22,7,1,8,3, , 
98,1,41,8,1,1,5,5,1,2024,1, ,2000,1, ,1,6,3,2,1,1,13,6630, 
5,1,52,1,2,5,7,7,1,2024,4,1,2000,1, ,2,7,20,24,2,4,4,5340, 
98,2,41,11,1,1,4,4,1,2023,1, ,1600,1, ,1,9,22,14,1,99,5,3300, 
98,1,54,8,2,6,11,7,1,2024,5, , , , ,1,12,7,29,2,7,8, , 
